,Module,Group,Quota,No. ofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
280,DSC2006,LECTURE F2,122,155,1,153,1375,SCHOOL OF BUSINESS,Returning Students [P]
281,DSC3201,SECTIONAL TEACHING A1,2,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
282,DSC3201,SECTIONAL TEACHING A1,32,23,1,1,500,SCHOOL OF BUSINESS,Returning Students [P]
283,DSC3201,SECTIONAL TEACHING A2,2,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
284,DSC3201,SECTIONAL TEACHING A2,33,10,1,1,501,SCHOOL OF BUSINESS,Returning Students [P]
285,DSC3202,SECTIONAL TEACHING B1,6,0,0,0,0,SCIENCE,Returning Students [P]
286,DSC3202,SECTIONAL TEACHING B1,36,27,1,1,1000,SCHOOL OF BUSINESS,Returning Students [P]
287,DSC3203,SECTIONAL TEACHING C1,46,42,1,1,651,SCHOOL OF BUSINESS,Returning Students [P]
288,DSC3203,SECTIONAL TEACHING C2,46,12,1,1,1001,SCHOOL OF BUSINESS,Returning Students [P]
289,DSC3222E,SECTIONAL TEACHING D1,30,11,1,1,599,SCHOOL OF BUSINESS,Returning Students [P]
290,DSC4211B,SECTIONAL TEACHING F1,29,20,1,1,1600,SCHOOL OF BUSINESS,Returning Students [P]
291,DSC4211C,SECTIONAL TEACHING G1,29,5,1,1,150,SCHOOL OF BUSINESS,Returning Students [P]
292,EC1101E,LECTURE 1,25,14,1,1,1400,ARTS & SOCIAL SCIENCES,Returning Students [P]
293,EC1101E,LECTURE 2,25,6,1,1,456,ARTS & SOCIAL SCIENCES,Returning Students [P]
294,EC1301,LECTURE 1,35,39,1,100,1588,SCIENCE,Returning Students [P]
295,EC1301,LECTURE 1,110,30,1,1,2000,ENGINEERING,Returning Students [P]
296,EC1301,LECTURE 1,20,2,1,1,50,SCHOOL OF COMPUTING,Returning Students [P]
297,EC1301,LECTURE 1,7,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
298,EC1301,LECTURE 2,35,24,1,1,1000,SCIENCE,Returning Students [P]
299,EC1301,LECTURE 2,110,57,1,1,1500,ENGINEERING,Returning Students [P]
300,EC1301,LECTURE 2,40,5,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
301,EC1301,LECTURE 3,32,33,20,25,2500,SCIENCE,Returning Students [P]
302,EC1301,LECTURE 3,110,91,1,1,2260,ENGINEERING,Returning Students [P]
303,EC1301,LECTURE 3,30,10,1,1,300,SCHOOL OF COMPUTING,Returning Students [P]
304,EC2101,LECTURE 1,7,10,151,301,970,ARTS & SOCIAL SCIENCES,Returning Students [P]
305,EC2101,LECTURE 1,20,38,1,900,1667,SCIENCE,Returning Students [P]
306,EC2102,LECTURE 1,63,108,1,878,1500,ARTS & SOCIAL SCIENCES,Returning Students [P]
307,EC2102,LECTURE 1,20,31,33,743,1602,SCIENCE,Returning Students [P]
308,EC2303,LECTURE 1,23,21,1,1,300,ARTS & SOCIAL SCIENCES,Returning Students [P]
309,EC2373,LECTURE 1,125,134,1,26,2000,ARTS & SOCIAL SCIENCES,Returning Students [P]
310,EC3101,LECTURE 1,203,227,1,53,1500,ARTS & SOCIAL SCIENCES,Returning Students [P]
311,EC3102,LECTURE 1,153,163,1,20,1800,ARTS & SOCIAL SCIENCES,Returning Students [P]
312,EC3303,LECTURE 1,153,195,1,300,1600,ARTS & SOCIAL SCIENCES,Returning Students [P]
313,EC3304,LECTURE 1,26,12,1,1,300,ARTS & SOCIAL SCIENCES,Returning Students [P]
314,EC3312,LECTURE 1,52,62,1,267,2000,ARTS & SOCIAL SCIENCES,Returning Students [P]
315,EC3322,LECTURE 1,55,75,5,800,4000,ARTS & SOCIAL SCIENCES,Returning Students [P]
316,EC3332,LECTURE 1,6,13,200,919,1811,ARTS & SOCIAL SCIENCES,Returning Students [P]
317,EC3333,LECTURE 1,112,133,1,201,1700,ARTS & SOCIAL SCIENCES,Returning Students [P]
318,EC3341,LECTURE 1,47,69,2,735,2250,ARTS & SOCIAL SCIENCES,Returning Students [P]
319,EC3353,LECTURE 1,80,98,1,100,1980,ARTS & SOCIAL SCIENCES,Returning Students [P]
320,EC3361,LECTURE 1,78,98,5,180,1300,ARTS & SOCIAL SCIENCES,Returning Students [P]
321,EC3373,LECTURE 1,6,11,200,382,650,ARTS & SOCIAL SCIENCES,Returning Students [P]
322,EC3382,SEMINAR-STYLE MODULE CLASS 1,7,10,40,150,407,ARTS & SOCIAL SCIENCES,Returning Students [P]
323,EC4101,LECTURE 1,50,15,1,1,1501,ARTS & SOCIAL SCIENCES,Returning Students [P]
324,EC4102,LECTURE 1,51,13,1,1,100,ARTS & SOCIAL SCIENCES,Returning Students [P]
325,EC4332,LECTURE 1,39,13,1,1,547,ARTS & SOCIAL SCIENCES,Returning Students [P]
326,EC4333,LECTURE 1,10,10,20,1,1200,ARTS & SOCIAL SCIENCES,Returning Students [P]
327,EC4341,LECTURE 1,20,9,1,1,600,ARTS & SOCIAL SCIENCES,Returning Students [P]
328,EC4880,SEMINAR-STYLE MODULE CLASS 1,41,49,360,800,2958,ARTS & SOCIAL SCIENCES,Returning Students [P]
329,EC5311,SECTIONAL TEACHING 1,25,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
330,EC5361,SECTIONAL TEACHING 1,35,17,1,1,1286,ARTS & SOCIAL SCIENCES,Returning Students [P]
331,EE2001,LECTURE P,400,192,1,1,1700,ENGINEERING,Returning Students [P]
332,EE2004,LECTURE ALL,40,2,1,1,200,ENGINEERING,Returning Students [P]
333,EE2004E,LECTURE 1,460,90,1,1,500,ENGINEERING,Returning Students [P]
334,EE2005,LECTURE ALL,5,1,40,1,40,SCIENCE,Returning Students [P]
335,EE2005,LECTURE ALL,3,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
336,EE2006,LECTURE ALL,50,31,1,1,600,SCHOOL OF COMPUTING,Returning Students [P]
337,EE2009,LECTURE ALL,50,34,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
338,EE2009E,LECTURE 1,180,7,1,1,10,ENGINEERING,Returning Students [P]
339,EE2010,LECTURE ALL,40,1,1,1,1,ENGINEERING,Returning Students [P]
340,EE2010E,LECTURE 1,320,91,1,1,500,ENGINEERING,Returning Students [P]
341,EE2011,LECTURE ALL,40,0,0,0,0,ENGINEERING,Returning Students [P]
342,EE3001,LECTURE P,320,225,1,1,2501,ENGINEERING,Returning Students [P]
343,EE3101,PACKAGED LECTURE 1,250,93,1,1,1000,ENGINEERING,Returning Students [P]
344,EE3101E,LECTURE 1,50,16,1,1,1000,ENGINEERING,Returning Students [P]
345,EE3103,PACKAGED LECTURE 1,250,65,1,1,1000,ENGINEERING,Returning Students [P]
346,EE3103E,LECTURE 1,60,16,5,1,1000,ENGINEERING,Returning Students [P]
347,EE3204,PACKAGED LECTURE 1,250,102,1,1,2000,ENGINEERING,Returning Students [P]
348,EE3204E,LECTURE 1,50,21,1,1,1000,ENGINEERING,Returning Students [P]
349,EE3206,PACKAGED LECTURE 1,200,87,1,1,3000,ENGINEERING,Returning Students [P]
350,EE3206E,LECTURE 1,40,14,1,1,1000,ENGINEERING,Returning Students [P]
351,EE3207,PACKAGED LECTURE 1,80,39,1,1,1405,ENGINEERING,Returning Students [P]
352,EE3207E,LECTURE 1,50,19,1,1,500,ENGINEERING,Returning Students [P]
353,EE3208E,LECTURE 1,60,11,1,1,500,ENGINEERING,Returning Students [P]
354,EE3302,PACKAGED LECTURE 1,200,126,1,1,2676,ENGINEERING,Returning Students [P]
355,EE3302E,LECTURE 1,50,38,1,1,550,ENGINEERING,Returning Students [P]
356,EE3406,PACKAGED LECTURE 1,250,161,1,1,2500,ENGINEERING,Returning Students [P]
357,EE3407,PACKAGED LECTURE 1,250,59,1,1,1000,ENGINEERING,Returning Students [P]
358,EE3408,PACKAGED LECTURE 1,80,88,1,50,2500,ENGINEERING,Returning Students [P]
359,EE3408E,LECTURE 1,50,24,1,1,250,ENGINEERING,Returning Students [P]
360,EE3505,PACKAGED LECTURE 1,200,144,1,1,2500,ENGINEERING,Returning Students [P]
361,EE3601,PACKAGED LECTURE 1,150,54,1,1,3001,ENGINEERING,Returning Students [P]
362,EE3702,PACKAGED LECTURE 1,100,71,1,1,3364,ENGINEERING,Returning Students [P]
363,EE4101,PACKAGED LECTURE 1,60,36,1,1,1000,ENGINEERING,Returning Students [P]
364,EE4101E,LECTURE 1,60,76,1,100,3001,ENGINEERING,Returning Students [P]
365,EE4103,PACKAGED LECTURE 1,150,36,1,1,1500,ENGINEERING,Returning Students [P]
366,EE4112,PACKAGED LECTURE 1,60,25,1,1,1000,ENGINEERING,Returning Students [P]
367,EE4214,PACKAGED LECTURE 1,150,85,1,1,4117,ENGINEERING,Returning Students [P]
368,EE4305,PACKAGED LECTURE 1,250,90,1,1,3000,ENGINEERING,Returning Students [P]
369,EE4411,PACKAGED LECTURE 1,150,129,1,1,2678,ENGINEERING,Returning Students [P]
370,EE4411E,LECTURE 1,60,56,1,1,1200,ENGINEERING,Returning Students [P]
371,EE4412,PACKAGED LECTURE 1,150,153,1,10,5343,ENGINEERING,Returning Students [P]
372,EE4412E,LECTURE 1,50,19,1,1,1000,ENGINEERING,Returning Students [P]
373,EE4502,LECTURE 1,150,72,1,1,3297,ENGINEERING,Returning Students [P]
374,EE4505,PACKAGED LECTURE 1,32,40,19,300,3356,ENGINEERING,Returning Students [P]
375,EE4506,PACKAGED LECTURE 1,50,18,1,1,2154,ENGINEERING,Returning Students [P]
376,EE4601,PACKAGED LECTURE 1,80,26,1,1,1000,ENGINEERING,Returning Students [P]
377,EE4604,PACKAGED LECTURE 1,70,25,1,1,2500,ENGINEERING,Returning Students [P]
378,EG1108,LECTURE 1,15,4,135,1,1200,SCHOOL OF COMPUTING,Returning Students [P]
379,EG1108,LECTURE 2,20,3,1,1,2222,SCHOOL OF COMPUTING,Returning Students [P]
380,EG2401,LECTURE 1,350,383,1,10,4536,ENGINEERING,Returning Students [P]
381,EG2401,LECTURE 2,350,212,1,1,3000,ENGINEERING,Returning Students [P]
382,EL1101E,LECTURE 1,40,39,1,1,700,ARTS & SOCIAL SCIENCES,Returning Students [P]
383,EL2101,LECTURE 1,60,3,1,1,500,ARTS & SOCIAL SCIENCES,Returning Students [P]
384,EL2102,LECTURE 1,81,3,1,1,403,ARTS & SOCIAL SCIENCES,Returning Students [P]
385,EL3202,LECTURE 1,37,4,1,1,500,ARTS & SOCIAL SCIENCES,Returning Students [P]
386,EL3203,SEMINAR-STYLE MODULE CLASS 1,29,3,1,1,500,ARTS & SOCIAL SCIENCES,Returning Students [P]
387,EL3204,LECTURE 1,23,9,1,1,2245,ARTS & SOCIAL SCIENCES,Returning Students [P]
388,EL3253,SEMINAR-STYLE MODULE CLASS 1,14,3,1,1,10,ARTS & SOCIAL SCIENCES,Returning Students [P]
389,EL3255,SEMINAR-STYLE MODULE CLASS 1,46,51,30,200,3000,ARTS & SOCIAL SCIENCES,Returning Students [P]
390,EL4200,SEMINAR-STYLE MODULE CLASS 1,25,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
391,EL4205,SEMINAR-STYLE MODULE CLASS 1,16,3,100,1,400,ARTS & SOCIAL SCIENCES,Returning Students [P]
392,EL4216,SEMINAR-STYLE MODULE CLASS 1,13,4,1,1,400,ARTS & SOCIAL SCIENCES,Returning Students [P]
393,EL4252,SEMINAR-STYLE MODULE CLASS 1,28,2,50,1,100,ARTS & SOCIAL SCIENCES,Returning Students [P]
394,EL4254,SEMINAR-STYLE MODULE CLASS 1,25,2,50,1,100,ARTS & SOCIAL SCIENCES,Returning Students [P]
395,EL4880,SEMINAR-STYLE MODULE CLASS 1,6,2,400,1,400,ARTS & SOCIAL SCIENCES,Returning Students [P]
396,EN1101E,LECTURE 1,20,7,1,1,1269,ARTS & SOCIAL SCIENCES,Returning Students [P]
397,EN2101E,LECTURE 1,10,9,1,1,2000,ARTS & SOCIAL SCIENCES,Returning Students [P]
398,EN2112,LECTURE 1,41,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
399,EN2241,LECTURE 1,8,8,25,1,2915,ARTS & SOCIAL SCIENCES,Returning Students [P]
400,EN3223,LECTURE 1,3,6,335,1500,3005,ARTS & SOCIAL SCIENCES,Returning Students [P]
401,EN3224,LECTURE 1,24,11,1,1,300,ARTS & SOCIAL SCIENCES,Returning Students [P]
402,EN3227,LECTURE 1,55,55,1,1,3283,ARTS & SOCIAL SCIENCES,Returning Students [P]
403,EN3231,SEMINAR-STYLE MODULE CLASS 1,3,6,400,1000,1400,ARTS & SOCIAL SCIENCES,Returning Students [P]
404,EN3245,SEMINAR-STYLE MODULE CLASS 1,7,8,101,150,500,ARTS & SOCIAL SCIENCES,Returning Students [P]
405,EN3266,SEMINAR-STYLE MODULE CLASS 1,22,9,1,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
406,EN3269,LECTURE 1,58,55,1,1,2207,ARTS & SOCIAL SCIENCES,Returning Students [P]
407,EN4221,SEMINAR-STYLE MODULE CLASS 1,30,3,1,1,107,ARTS & SOCIAL SCIENCES,Returning Students [P]
408,EN4222,SEMINAR-STYLE MODULE CLASS 1,26,4,10,1,483,ARTS & SOCIAL SCIENCES,Returning Students [P]
409,EN4224,SEMINAR-STYLE MODULE CLASS 1,32,6,1,1,483,ARTS & SOCIAL SCIENCES,Returning Students [P]
410,EN4231,SEMINAR-STYLE MODULE CLASS 1,22,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
411,EN4246,SEMINAR-STYLE MODULE CLASS 1,21,2,50,1,1500,ARTS & SOCIAL SCIENCES,Returning Students [P]
412,EN4271,SEMINAR-STYLE MODULE CLASS 1,17,5,1,1,743,ARTS & SOCIAL SCIENCES,Returning Students [P]
413,ES2002,SECTIONAL TEACHING G1,16,27,50,301,1614,SCHOOL OF BUSINESS,Returning Students [P]
414,ES2002,SECTIONAL TEACHING G10,16,27,107,448,1321,SCHOOL OF BUSINESS,Returning Students [P]
415,ES2002,SECTIONAL TEACHING G11,16,22,53,301,800,SCHOOL OF BUSINESS,Returning Students [P]
416,ES2002,SECTIONAL TEACHING G12,16,18,30,100,812,SCHOOL OF BUSINESS,Returning Students [P]
417,ES2002,SECTIONAL TEACHING G13,16,13,1,1,200,SCHOOL OF BUSINESS,Returning Students [P]
418,ES2002,SECTIONAL TEACHING G14,16,18,50,50,400,SCHOOL OF BUSINESS,Returning Students [P]
419,ES2002,SECTIONAL TEACHING G15,16,15,1,1,766,SCHOOL OF BUSINESS,Returning Students [P]
420,ES2002,SECTIONAL TEACHING G16,16,23,481,603,910,SCHOOL OF BUSINESS,Returning Students [P]
421,ES2002,SECTIONAL TEACHING G17,16,18,100,300,1000,SCHOOL OF BUSINESS,Returning Students [P]
422,ES2002,SECTIONAL TEACHING G18,16,25,400,500,999,SCHOOL OF BUSINESS,Returning Students [P]
423,ES2002,SECTIONAL TEACHING G19,16,29,102,852,1561,SCHOOL OF BUSINESS,Returning Students [P]
424,ES2002,SECTIONAL TEACHING G2,16,15,1,1,251,SCHOOL OF BUSINESS,Returning Students [P]
425,ES2002,SECTIONAL TEACHING G20,16,20,264,408,1072,SCHOOL OF BUSINESS,Returning Students [P]
426,ES2002,SECTIONAL TEACHING G3,16,17,1,101,363,SCHOOL OF BUSINESS,Returning Students [P]
427,ES2002,SECTIONAL TEACHING G4,16,19,200,612,1000,SCHOOL OF BUSINESS,Returning Students [P]
428,ES2002,SECTIONAL TEACHING G5,16,23,226,500,1396,SCHOOL OF BUSINESS,Returning Students [P]
429,ES2002,SECTIONAL TEACHING G6,16,19,200,643,1185,SCHOOL OF BUSINESS,Returning Students [P]
430,ES2002,SECTIONAL TEACHING G7,16,27,200,447,1196,SCHOOL OF BUSINESS,Returning Students [P]
431,ES2002,SECTIONAL TEACHING G8,16,25,130,351,733,SCHOOL OF BUSINESS,Returning Students [P]
432,ES2002,SECTIONAL TEACHING G9,16,15,35,1,1213,SCHOOL OF BUSINESS,Returning Students [P]
433,ES2007S,SECTIONAL TEACHING 1,16,21,11,799,2000,SCIENCE,Returning Students [P]
434,ES2007S,SECTIONAL TEACHING 1,4,6,800,800,2509,ENGINEERING,Returning Students [P]
435,ES2007S,SECTIONAL TEACHING 2,16,23,17,600,2090,SCIENCE,Returning Students [P]
436,ES2007S,SECTIONAL TEACHING 2,4,3,5,1,2551,ENGINEERING,Returning Students [P]
437,ES2007S,SECTIONAL TEACHING 3,16,27,453,703,1800,SCIENCE,Returning Students [P]
438,ES2007S,SECTIONAL TEACHING 3,4,7,1,998,5365,ENGINEERING,Returning Students [P]
439,ES2007S,SECTIONAL TEACHING 4,16,33,200,1000,4282,SCIENCE,Returning Students [P]
440,ES2007S,SECTIONAL TEACHING 4,4,5,51,100,3000,ENGINEERING,Returning Students [P]
441,ES2007S,SECTIONAL TEACHING 5,16,28,53,500,910,SCIENCE,Returning Students [P]
442,ES2007S,SECTIONAL TEACHING 5,4,2,1,1,20,ENGINEERING,Returning Students [P]
443,ES2007S,SECTIONAL TEACHING 6,16,28,30,500,2200,SCIENCE,Returning Students [P]
444,ES2007S,SECTIONAL TEACHING 6,4,5,1,1,1000,ENGINEERING,Returning Students [P]
445,ES2007S,SECTIONAL TEACHING 7,16,20,300,311,3000,SCIENCE,Returning Students [P]
446,ES2007S,SECTIONAL TEACHING 7,4,5,499,500,1306,ENGINEERING,Returning Students [P]
447,ES2007S,SECTIONAL TEACHING 8,16,27,305,811,1839,SCIENCE,Returning Students [P]
448,ES2007S,SECTIONAL TEACHING 8,4,5,1500,2000,3000,ENGINEERING,Returning Students [P]
449,ESE3101,LECTURE 1,60,11,1,1,200,ENGINEERING,Returning Students [P]
450,ESE3201,LECTURE 1,60,7,1,1,1000,ENGINEERING,Returning Students [P]
451,ESE3301,LECTURE 1,60,3,1,1,50,ENGINEERING,Returning Students [P]
452,ESE3401,LECTURE 1,75,9,1,1,255,ENGINEERING,Returning Students [P]
453,ESE4501,LECTURE 1,40,23,1,1,808,ENGINEERING,Returning Students [P]
454,ESE4502,LECTURE 1,40,19,1,1,808,ENGINEERING,Returning Students [P]
455,ESE5002,LECTURE 1,25,2,1,1,100,ENGINEERING,Returning Students [P]
456,ESE5301,LECTURE 1,30,14,1,1,2000,ENGINEERING,Returning Students [P]
457,ESE5602,LECTURE 1,32,15,1,1,500,ENGINEERING,Returning Students [P]
458,EU1101E,LECTURE 1,15,16,27,50,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
459,EU2214,LECTURE 1,3,2,1,1,100,ARTS & SOCIAL SCIENCES,Returning Students [P]
460,EU2218,LECTURE 1,5,6,45,201,1399,ARTS & SOCIAL SCIENCES,Returning Students [P]
461,EU3212,LECTURE 1,10,2,1,1,50,ARTS & SOCIAL SCIENCES,Returning Students [P]
462,EU3224,LECTURE 1,4,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
463,EU4227A,SECTIONAL TEACHING 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
464,EU4228,SECTIONAL TEACHING 1,3,2,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
465,FNA1002,LECTURE B1,18,22,8,100,1500,SCHOOL OF BUSINESS,Returning Students [P]
466,FNA1002X,LECTURE B2,14,10,10,1,1388,SCIENCE,Returning Students [P]
467,FNA1002X,LECTURE B2,100,159,1,2206,5000,ENGINEERING,Returning Students [P]
468,FNA1002X,LECTURE B2,30,38,50,300,2000,SCHOOL OF COMPUTING,Returning Students [P]
469,FNA1002X,LECTURE B3,35,16,1,1,500,SCIENCE,Returning Students [P]
470,FNA1002X,LECTURE B3,100,151,1,2001,4790,ENGINEERING,Returning Students [P]
471,FNA1002X,LECTURE B3,35,11,1,1,200,SCHOOL OF COMPUTING,Returning Students [P]
472,FNA1006,LECTURE C,67,39,1,1,1000,SCHOOL OF BUSINESS,Returning Students [P]
473,FNA2002,LECTURE B,20,4,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
474,FNA2002,LECTURE B,188,260,1,350,1061,SCHOOL OF BUSINESS,Returning Students [P]
475,FNA2004,LECTURE D1,5,4,255,1,1100,SCIENCE,Returning Students [P]
476,FNA2004,LECTURE D1,15,9,1,1,234,SCHOOL OF COMPUTING,Returning Students [P]
477,FNA2004,LECTURE D1,175,176,2,5,1372,SCHOOL OF BUSINESS,Returning Students [P]
478,FNA2004,LECTURE D2,5,3,1,1,10,SCIENCE,Returning Students [P]
479,FNA2004,LECTURE D2,15,3,20,1,50,SCHOOL OF COMPUTING,Returning Students [P]
480,FNA2004,LECTURE D2,233,218,1,1,1502,SCHOOL OF BUSINESS,Returning Students [P]
481,FNA3101A,SECTIONAL TEACHING B1,10,10,12,1,1295,SCIENCE,Returning Students [P]
482,FNA3101A,SECTIONAL TEACHING B1,23,30,1,1000,1800,SCHOOL OF BUSINESS,Returning Students [P]
483,FNA3101A,SECTIONAL TEACHING B2,10,5,1,1,201,SCIENCE,Returning Students [P]
484,FNA3101A,SECTIONAL TEACHING B2,22,31,2,1007,2000,SCHOOL OF BUSINESS,Returning Students [P]
485,FNA3101B,SECTIONAL TEACHING B3,10,6,1,1,100,SCIENCE,Returning Students [P]
486,FNA3101B,SECTIONAL TEACHING B3,23,25,49,87,1000,SCHOOL OF BUSINESS,Returning Students [P]
487,FNA3101B,SECTIONAL TEACHING B4,10,5,1,1,500,SCIENCE,Returning Students [P]
488,FNA3101B,SECTIONAL TEACHING B4,23,21,1,1,309,SCHOOL OF BUSINESS,Returning Students [P]
489,FNA3102A,SECTIONAL TEACHING C1,5,6,1,38,1410,SCIENCE,Returning Students [P]
490,FNA3102A,SECTIONAL TEACHING C1,30,32,1,30,900,SCHOOL OF BUSINESS,Returning Students [P]
491,FNA3102A,SECTIONAL TEACHING C2,5,2,108,1,200,SCIENCE,Returning Students [P]
492,FNA3102A,SECTIONAL TEACHING C2,31,23,1,1,644,SCHOOL OF BUSINESS,Returning Students [P]
493,FNA3102B,SECTIONAL TEACHING C3,5,2,1,1,5,SCIENCE,Returning Students [P]
494,FNA3102B,SECTIONAL TEACHING C3,30,27,1,1,388,SCHOOL OF BUSINESS,Returning Students [P]
495,FNA3102B,SECTIONAL TEACHING C4,5,0,0,0,0,SCIENCE,Returning Students [P]
496,FNA3102B,SECTIONAL TEACHING C4,31,23,1,1,500,SCHOOL OF BUSINESS,Returning Students [P]
497,FNA3103,SECTIONAL TEACHING D1,5,6,206,500,1500,SCIENCE,Returning Students [P]
498,FNA3103,SECTIONAL TEACHING D1,31,41,100,500,2600,SCHOOL OF BUSINESS,Returning Students [P]
499,FNA3103,SECTIONAL TEACHING D2,5,5,1,1,1000,SCIENCE,Returning Students [P]
500,FNA3103,SECTIONAL TEACHING D2,32,40,1,320,1692,SCHOOL OF BUSINESS,Returning Students [P]
501,FNA3103,SECTIONAL TEACHING D3,5,4,1,1,300,SCIENCE,Returning Students [P]
502,FNA3103,SECTIONAL TEACHING D3,32,44,180,435,1200,SCHOOL OF BUSINESS,Returning Students [P]
503,FNA3111,SECTIONAL TEACHING E,25,25,1,1,900,SCHOOL OF BUSINESS,Returning Students [P]
504,FNA3113,SECTIONAL TEACHING F1,25,41,1,803,2000,SCHOOL OF BUSINESS,Returning Students [P]
505,FNA3116,SECTIONAL TEACHING G1,40,33,1,1,2242,SCHOOL OF BUSINESS,Returning Students [P]
506,FNA3118,SECTIONAL TEACHING H1,8,3,200,1,751,SCIENCE,Returning Students [P]
507,FNA3118,SECTIONAL TEACHING H1,37,37,1,1,1300,SCHOOL OF BUSINESS,Returning Students [P]
508,FNA3118,SECTIONAL TEACHING H2,7,0,0,0,0,SCIENCE,Returning Students [P]
509,FNA3118,SECTIONAL TEACHING H2,38,16,1,1,500,SCHOOL OF BUSINESS,Returning Students [P]
510,FNA3119,SECTIONAL TEACHING I1,40,42,16,89,1111,SCHOOL OF BUSINESS,Returning Students [P]
511,FNA3120A,SECTIONAL TEACHING J1,40,35,1,1,801,SCHOOL OF BUSINESS,Returning Students [P]
512,FNA3121,SECTIONAL TEACHING K,35,5,1,1,217,SCHOOL OF BUSINESS,Returning Students [P]
513,FNA3127,SECTIONAL TEACHING L,25,33,41,200,1358,SCHOOL OF BUSINESS,Returning Students [P]
514,FNA4111,SECTIONAL TEACHING M1,10,8,1,1,1000,SCIENCE,Returning Students [P]
515,FNA4111,SECTIONAL TEACHING M1,30,16,1,1,2346,SCHOOL OF BUSINESS,Returning Students [P]
516,FST2102,LECTURE SL1,40,35,1,1,200,SCIENCE,Returning Students [P]
517,FST3101,LECTURE SL1,38,37,1,1,501,SCIENCE,Returning Students [P]
518,FST3102,LECTURE SL1,30,11,1,1,2854,SCIENCE,Returning Students [P]
519,FST3103,LECTURE SL1,38,35,1,1,501,SCIENCE,Returning Students [P]
520,FST3104,LECTURE SL1,38,37,1,1,501,SCIENCE,Returning Students [P]
521,FST3202,LECTURE SL1,30,31,1,10,2757,SCIENCE,Returning Students [P]
522,FST4101,LECTURE SL1,20,20,1,1,1500,SCIENCE,Returning Students [P]
523,GE1101E,LECTURE 1,30,21,1,1,300,ARTS & SOCIAL SCIENCES,Returning Students [P]
524,GE2204,LECTURE 1,79,7,10,1,430,ARTS & SOCIAL SCIENCES,Returning Students [P]
525,GE2215,LECTURE 1,11,5,124,1,1703,ARTS & SOCIAL SCIENCES,Returning Students [P]
526,GE2219,LECTURE 1,40,9,1,1,400,ARTS & SOCIAL SCIENCES,Returning Students [P]
527,GE2221,LECTURE 1,65,9,1,1,3048,ARTS & SOCIAL SCIENCES,Returning Students [P]
528,GE2226,LECTURE 1,53,5,1,1,150,ARTS & SOCIAL SCIENCES,Returning Students [P]
529,GE2227,LECTURE 1,36,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
530,GE3204,LECTURE 1,51,2,10,1,53,ARTS & SOCIAL SCIENCES,Returning Students [P]
531,GE3210,LECTURE 1,43,4,1,1,100,ARTS & SOCIAL SCIENCES,Returning Students [P]
532,GE3221,LECTURE 1,59,3,1,1,20,ARTS & SOCIAL SCIENCES,Returning Students [P]
533,GE3224,LECTURE 1,39,5,1,1,800,ARTS & SOCIAL SCIENCES,Returning Students [P]
534,GE3235,LECTURE 1,73,3,100,1,4276,ARTS & SOCIAL SCIENCES,Returning Students [P]
535,GE3237,LECTURE 1,2,2,150,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
536,GE4101A,SEMINAR-STYLE MODULE CLASS 1,25,8,5,1,700,ARTS & SOCIAL SCIENCES,Returning Students [P]
537,GE4101B,SEMINAR-STYLE MODULE CLASS 1,25,8,5,1,700,ARTS & SOCIAL SCIENCES,Returning Students [P]
538,GE4202,SEMINAR-STYLE MODULE CLASS 1,54,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
539,GE4204,SEMINAR-STYLE MODULE CLASS 1,30,7,5,1,200,ARTS & SOCIAL SCIENCES,Returning Students [P]
540,GE4207,SEMINAR-STYLE MODULE CLASS 1,36,8,5,1,700,ARTS & SOCIAL SCIENCES,Returning Students [P]
541,HY1101E,LECTURE 1,29,33,105,351,2000,ARTS & SOCIAL SCIENCES,Returning Students [P]
542,HY2206,LECTURE 1,33,7,1,1,151,ARTS & SOCIAL SCIENCES,Returning Students [P]
543,HY2216,LECTURE 1,60,10,1,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
544,HY2229,LECTURE 1,55,5,1,1,123,ARTS & SOCIAL SCIENCES,Returning Students [P]
545,HY2237,LECTURE 1,23,3,10,1,510,ARTS & SOCIAL SCIENCES,Returning Students [P]
