,Module,Group,Quota,No. ofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
275,EG1413,SECTIONAL TEACHING E15,1,2,10,300,300,ENGINEERING,NUS Students [P]
276,EG1413,SECTIONAL TEACHING E19,1,3,1,943,943,ENGINEERING,NUS Students [P]
277,EG1413,SECTIONAL TEACHING E23,1,0,0,0,0,ENGINEERING,NUS Students [P]
278,EG2401,LECTURE 1,4,15,11,2250,3730,ENGINEERING,NUS Students [P]
279,EG2401,LECTURE 2,78,7,1,1,1500,ENGINEERING,NUS Students [P]
280,EL2101,LECTURE 1,38,2,10,1,50,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
281,EL2102,LECTURE 1,82,1,50,1,50,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
282,EL3202,LECTURE 1,29,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
283,EL3203,SEMINAR-STYLE MODULE CLASS 1,11,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
284,EL3204,LECTURE 1,12,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
285,EL3253,SEMINAR-STYLE MODULE CLASS 1,3,3,5,1,650,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
286,EL4200,SEMINAR-STYLE MODULE CLASS 1,24,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
287,EL4205,SEMINAR-STYLE MODULE CLASS 1,6,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
288,EL4216,SEMINAR-STYLE MODULE CLASS 1,3,1,500,1,500,ARTS & SOCIAL SCIENCES,NUS Students [P]
289,EL4252,SEMINAR-STYLE MODULE CLASS 1,23,1,1,1,1,ARTS & SOCIAL SCIENCES,NUS Students [P]
290,EL4254,SEMINAR-STYLE MODULE CLASS 1,13,2,1,1,500,ARTS & SOCIAL SCIENCES,NUS Students [P]
291,EL4880,SEMINAR-STYLE MODULE CLASS 1,1,1,1,1,1,ARTS & SOCIAL SCIENCES,NUS Students [P]
292,EN1101E,LECTURE 1,2,5,297,502,563,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
293,EN2101E,LECTURE 1,1,1,596,1,596,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
294,EN2112,LECTURE 1,34,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
295,EN2241,LECTURE 1,1,2,1,800,800,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
296,EN3224,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
297,EN3231,SEMINAR-STYLE MODULE CLASS 1,14,1,10,1,10,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
298,EN3245,SEMINAR-STYLE MODULE CLASS 1,6,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
299,EN3266,SEMINAR-STYLE MODULE CLASS 1,6,1,2339,1,2339,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
300,EN4221,SEMINAR-STYLE MODULE CLASS 1,23,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
301,EN4222,SEMINAR-STYLE MODULE CLASS 1,18,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
302,EN4224,SEMINAR-STYLE MODULE CLASS 1,18,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
303,EN4231,SEMINAR-STYLE MODULE CLASS 1,18,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
304,EN4246,SEMINAR-STYLE MODULE CLASS 1,18,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
305,EN4271,SEMINAR-STYLE MODULE CLASS 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
306,ESE3101,LECTURE 1,44,0,0,0,0,ENGINEERING,NUS Students [P]
307,ESE3201,LECTURE 1,51,0,0,0,0,ENGINEERING,NUS Students [P]
308,ESE3301,LECTURE 1,56,0,0,0,0,ENGINEERING,NUS Students [P]
309,ESE3401,LECTURE 1,63,0,0,0,0,ENGINEERING,NUS Students [P]
310,ESE4501,LECTURE 1,15,0,0,0,0,ENGINEERING,NUS Students [P]
311,ESE4502,LECTURE 1,16,0,0,0,0,ENGINEERING,NUS Students [P]
312,ESE5002,LECTURE 1,21,0,0,0,0,ENGINEERING,NUS Students [P]
313,ESE5301,LECTURE 1,14,0,0,0,0,ENGINEERING,NUS Students [P]
314,ESE5602,LECTURE 1,14,0,0,0,0,ENGINEERING,NUS Students [P]
315,EU1101E,LECTURE 1,1,6,150,702,702,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
316,EU3224,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
317,EU4227A,SECTIONAL TEACHING 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
318,FNA1002X,LECTURE B3,1,20,1,4000,4000,SCHOOL OF BUSINESS,"NUS Students [P, G]"
319,FNA1006,LECTURE C,18,1,703,1,703,SCHOOL OF BUSINESS,NUS Students [P]
320,FNA2004,LECTURE D2,1,8,197,1279,1279,SCHOOL OF BUSINESS,"NUS Students [P, G]"
321,FNA3101B,SECTIONAL TEACHING B3,1,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
322,FNA3111,SECTIONAL TEACHING E,1,1,74,1,74,SCHOOL OF BUSINESS,NUS Students [P]
323,FNA3116,SECTIONAL TEACHING G1,2,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
324,FNA3118,SECTIONAL TEACHING H1,2,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
325,FNA3118,SECTIONAL TEACHING H2,25,2,1,1,1,SCHOOL OF BUSINESS,"NUS Students [P, G]"
326,FNA3121,SECTIONAL TEACHING K,29,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
327,FNA3127,SECTIONAL TEACHING L,1,5,100,1301,1301,SCHOOL OF BUSINESS,NUS Students [P]
328,FNA4111,SECTIONAL TEACHING M1,10,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
329,FST1101,LECTURE SL1,3,2,1,1,1,SCIENCE,NUS Students [P]
330,FST2102,LECTURE SL1,3,0,0,0,0,SCIENCE,NUS Students [P]
331,FST3102,LECTURE SL1,19,0,0,0,0,SCIENCE,NUS Students [P]
332,FST3103,LECTURE SL1,2,0,0,0,0,SCIENCE,NUS Students [P]
333,FST3202,LECTURE SL1,1,1,711,1,711,SCIENCE,"NUS Students [P, G]"
334,GE1101E,LECTURE 1,2,2,449,1,1407,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
335,GE2204,LECTURE 1,2,6,448,1386,2000,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
336,GE2215,LECTURE 1,7,7,2,1,718,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
337,GE2219,LECTURE 1,1,3,250,1000,1000,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
338,GE2221,LECTURE 1,3,4,146,282,859,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
339,GE2226,LECTURE 1,9,11,100,200,801,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
340,GE2227,LECTURE 1,27,3,1,1,2072,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
341,GE3204,LECTURE 1,55,3,1,1,5,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
342,GE3210,LECTURE 1,48,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
343,GE3221,LECTURE 1,15,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
344,GE3224,LECTURE 1,28,1,500,1,500,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
345,GE3235,LECTURE 1,74,2,1,1,2,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
346,GE3237,LECTURE 1,11,1,60,1,60,ARTS & SOCIAL SCIENCES,NUS Students [P]
347,GE4101A,SEMINAR-STYLE MODULE CLASS 1,15,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
348,GE4101B,SEMINAR-STYLE MODULE CLASS 1,15,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
349,GE4202,SEMINAR-STYLE MODULE CLASS 1,49,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
350,GE4204,SEMINAR-STYLE MODULE CLASS 1,22,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
351,GE4207,SEMINAR-STYLE MODULE CLASS 1,25,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
352,GEK1001,LECTURE 1,2,11,358,780,1659,ARTS & SOCIAL SCIENCES,NUS Students [G]
353,GEK1006,LECTURE 1,1,12,100,998,998,ARTS & SOCIAL SCIENCES,NUS Students [G]
354,GEK1047,SECTIONAL TEACHING A1,2,7,100,787,906,SCHOOL OF BUSINESS,NUS Students [G]
355,GEK1050,LECTURE 1,1,4,650,1144,1144,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [G]
356,GEK1052,SECTIONAL TEACHING 1,1,5,1,2286,2286,ARTS & SOCIAL SCIENCES,NUS Students [G]
357,GEK1500,PACKAGED LECTURE 1,2,6,642,1280,1366,ENGINEERING,NUS Students [G]
358,GEK1501,PACKAGED LECTURE 1,1,4,10,1000,1000,ENGINEERING,NUS Students [G]
359,GEK1502,LECTURE SL1,2,6,51,1410,1500,SCIENCE,"NUS Students [P, G]"
360,GEK1505,LECTURE SL1,1,6,26,900,900,SCIENCE,NUS Students [G]
361,GEK1509,LECTURE SL1,3,10,225,773,1100,SCIENCE,NUS Students [G]
362,GEK1510,LECTURE SL1,1,4,205,1384,1384,SCIENCE,NUS Students [G]
363,GEK1517,LECTURE SL1,9,21,50,450,1245,SCIENCE,NUS Students [G]
364,GEK1527,LECTURE SL1,4,7,249,500,1000,SCIENCE,"NUS Students [P, G]"
365,GEK1527,LECTURE SL2,7,15,310,550,900,SCIENCE,NUS Students [G]
366,GEK1534,LECTURE 1,2,9,249,982,987,YONG LOO LIN SCHOOL OF MEDICINE,NUS Students [G]
367,GEK1535,LECTURE SL1,3,9,25,407,1000,SCIENCE,NUS Students [G]
368,GEK1537,LECTURE 1,3,6,250,500,1000,YONG LOO LIN SCHOOL OF MEDICINE,NUS Students [G]
369,GEK1542,LECTURE SL1,1,16,1,1668,1668,SCIENCE,NUS Students [G]
370,GEK1543,LECTURE SL1,5,11,15,695,1000,SCIENCE,NUS Students [G]
371,GEK2500,LECTURE SL1,10,19,51,300,425,SCIENCE,NUS Students [G]
372,GEK2503,LECTURE SL1,2,9,100,692,1000,SCIENCE,NUS Students [G]
373,GEK2507,LECTURE SL1,1,11,5,1340,1340,SCIENCE,NUS Students [G]
374,GEM1004,LECTURE 1,1,6,300,795,795,ARTS & SOCIAL SCIENCES,NUS Students [G]
375,GEM2507,LECTURE SL1,4,10,2,350,1300,SCIENCE,NUS Students [G]
376,GEM2901,LECTURE SL1,5,15,1,936,1200,SCIENCE,NUS Students [G]
377,HR2002,SECTIONAL TEACHING E101,1,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
378,HR2002,SECTIONAL TEACHING E102,5,1,2,1,2,SCHOOL OF BUSINESS,NUS Students [P]
379,HR2002,SECTIONAL TEACHING E103,3,1,11,1,11,SCHOOL OF BUSINESS,NUS Students [P]
380,HR2002,SECTIONAL TEACHING E104,1,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
381,HR2002,SECTIONAL TEACHING E105,3,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
382,HR2002,SECTIONAL TEACHING E201,19,1,3400,1,3400,SCHOOL OF BUSINESS,NUS Students [P]
383,HR2002,SECTIONAL TEACHING E202,20,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
384,HR2002,SECTIONAL TEACHING E203,16,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
385,HR2002,SECTIONAL TEACHING E204,29,1,5,1,5,SCHOOL OF BUSINESS,NUS Students [P]
386,HR2002,SECTIONAL TEACHING E205,31,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
387,HR2002,SECTIONAL TEACHING E301,14,2,1000,1,4118,SCHOOL OF BUSINESS,NUS Students [P]
388,HR2002,SECTIONAL TEACHING E302,26,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
389,HR2002,SECTIONAL TEACHING E303,25,1,2,1,2,SCHOOL OF BUSINESS,NUS Students [P]
390,HR2002,SECTIONAL TEACHING E304,24,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
391,HR2002,SECTIONAL TEACHING E305,28,3,50,1,100,SCHOOL OF BUSINESS,NUS Students [P]
392,HR2002,SECTIONAL TEACHING E401,6,1,5,1,5,SCHOOL OF BUSINESS,NUS Students [P]
393,HR2002,SECTIONAL TEACHING E402,25,3,50,1,250,SCHOOL OF BUSINESS,NUS Students [P]
394,HR2002,SECTIONAL TEACHING E403,25,2,100,1,500,SCHOOL OF BUSINESS,NUS Students [P]
395,HR2002,SECTIONAL TEACHING E404,21,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
396,HR2002,SECTIONAL TEACHING E405,24,1,1,1,1,SCHOOL OF BUSINESS,NUS Students [P]
397,HY1101E,LECTURE 1,1,5,3,700,700,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
398,HY2216,LECTURE 1,55,5,1,1,264,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
399,HY2237,LECTURE 1,4,4,1,1,100,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
400,HY2246,LECTURE 1,4,7,30,200,1159,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
401,HY2248,LECTURE 1,2,2,5,1,674,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
402,HY3204,LECTURE 1,8,2,1,1,50,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
403,HY3207,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
404,HY3228,LECTURE 1,26,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
405,HY3241,LECTURE 1,22,2,70,1,400,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
406,HY3245,LECTURE 1,19,1,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
407,HY4101,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
408,HY4214,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
409,ID1103,DESIGN TUTORIAL 1,2,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
410,ID1111,DESIGN TUTORIAL 1,35,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
411,ID2103,DESIGN TUTORIAL 1,2,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
412,ID2122,PACKAGED LECTURE 1,1,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
413,ID2321,PACKAGED LECTURE 1,1,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
414,ID3121,DESIGN TUTORIAL 1,6,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
415,ID3122,PACKAGED LECTURE 1,7,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
416,ID4103,DESIGN TUTORIAL 1,23,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
417,ID4121,DESIGN TUTORIAL 1,24,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
418,IE2110,LECTURE 1,102,0,0,0,0,ENGINEERING,"NUS Students [P, G]"
419,IE3100,LECTURE 1,11,0,0,0,0,ENGINEERING,NUS Students [P]
420,IE3101,LECTURE 1,13,0,0,0,0,ENGINEERING,NUS Students [P]
421,IE3110,LECTURE 1,9,1,1,1,1,ENGINEERING,NUS Students [P]
422,IE3120,LECTURE 1,22,0,0,0,0,ENGINEERING,NUS Students [P]
423,IE4100R,LECTURE 1,5,0,0,0,0,ENGINEERING,NUS Students [P]
424,IE4210,LECTURE 1,22,1,1,1,1,ENGINEERING,NUS Students [P]
425,IE4240,LECTURE 1,31,1,50,1,50,ENGINEERING,NUS Students [P]
426,IE5301,LECTURE 1,7,0,0,0,0,ENGINEERING,NUS Students [P]
427,IT1001,LECTURE 1,1,1,1278,1,1278,SCHOOL OF COMPUTING,"NUS Students [P, G]"
428,IT1002,LECTURE 1,82,8,1,1,1009,SCHOOL OF COMPUTING,"NUS Students [P, G]"
429,IT1003,LECTURE 1,3,5,20,250,798,SCHOOL OF COMPUTING,NUS Students [G]
430,IT1004,LECTURE 1,1,9,152,1315,1315,SCHOOL OF COMPUTING,NUS Students [G]
431,IT1801,LECTURE 1,114,17,1,1,350,SCHOOL OF COMPUTING,"NUS Students [P, G]"
432,IT2002,LECTURE 1,71,0,0,0,0,SCHOOL OF COMPUTING,"NUS Students [P, G]"
433,JS2213,LECTURE 1,3,6,2,402,1000,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
434,JS2216,LECTURE 1,1,6,39,1630,1630,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
435,JS2228,LECTURE 1,3,6,22,471,1000,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
436,JS3210,SEMINAR-STYLE MODULE CLASS 1,6,1,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
437,JS3214,SEMINAR-STYLE MODULE CLASS 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
438,JS3227,SEMINAR-STYLE MODULE CLASS 1,4,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
439,JS4207,SEMINAR-STYLE MODULE CLASS 1,6,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
440,JS4216,SEMINAR-STYLE MODULE CLASS 1,6,1,2609,1,2609,ARTS & SOCIAL SCIENCES,NUS Students [P]
441,JS4221,SEMINAR-STYLE MODULE CLASS 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
442,JS4225,SEMINAR-STYLE MODULE CLASS 1,7,1,100,1,100,ARTS & SOCIAL SCIENCES,NUS Students [P]
443,LAB1201,LECTURE 1,1,4,400,2243,2243,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
444,LAB2201,LECTURE 1,8,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
445,LAB3201,LECTURE 1,3,1,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
446,LAB3202,LECTURE 1,8,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
447,LAB4201,LECTURE 1,9,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
448,LAC1201,LECTURE 1,6,2,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
449,LAC1201,LECTURE 3,2,3,100,100,190,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
450,LAC1201,LECTURE 4,1,2,230,288,288,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
451,LAC2201,LECTURE 1,8,1,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
452,LAC2201,LECTURE 2,8,1,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
453,LAC2201,LECTURE 3,16,1,50,1,50,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
454,LAC2202,LECTURE 1,30,1,100,1,100,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
455,LAC3201,LECTURE 1,20,2,1,1,100,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
456,LAC3201,LECTURE 2,17,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
457,LAC3202,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
458,LAF2201,LECTURE 2,2,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
459,LAF4201,LECTURE 1,8,1,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
460,LAG1201,LECTURE 4,1,6,1,800,800,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
461,LAG2201,LECTURE 1,9,1,10,1,10,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
462,LAG2201,LECTURE 2,8,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
463,LAG2201,LECTURE 3,14,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
464,LAG2201,LECTURE 4,9,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
465,LAG3201,LECTURE 3,1,3,252,620,620,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
466,LAG3201,LECTURE 4,1,1,100,1,100,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
467,LAJ1201,LECTURE 1,4,10,1,500,900,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
468,LAJ1201,LECTURE 2,5,17,20,484,1100,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
469,LAJ2201,LECTURE 1,11,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
470,LAJ2201,LECTURE 2,31,2,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
471,LAJ2202,LECTURE 1,16,1,20,1,20,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
472,LAJ2203,LECTURE 1,15,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
473,LAJ3201,LECTURE 1,14,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
474,LAJ3203,LECTURE 1,18,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
475,LAL1201,LECTURE 1,13,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
476,LAL2201,LECTURE 1,9,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
477,LAM1201,LECTURE 1,2,5,1,402,900,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
478,LAM2201,LECTURE 1,27,1,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
479,LAM3201,LECTURE 1,14,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
480,LAT1201,LECTURE 1,13,11,1,1,400,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
481,LAT2201,LECTURE 1,29,2,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
482,LAT3201,LECTURE 1,36,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
483,LAT3202,LECTURE 1,4,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
484,LAT4201,LECTURE 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
485,LAV1201,LECTURE 1,6,9,10,250,1125,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
486,LAV2201,LECTURE 1,11,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
487,LAV3201,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
488,LAV3202,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
489,LL4023,SEMINAR-STYLE MODULE CLASS 1,4,0,0,0,0,LAW,NUS Students [P]
490,LL4031,SEMINAR-STYLE MODULE CLASS 1,4,0,0,0,0,LAW,NUS Students [P]
491,LSM1201,LECTURE SL1,1,3,704,1379,1379,SCIENCE,NUS Students [P]
492,LSM1301,LECTURE SL1,5,9,40,500,712,SCIENCE,"NUS Students [P, G]"
493,LSM1301,LECTURE SL2,57,24,1,1,400,SCIENCE,"NUS Students [P, G]"
494,LSM1302,LECTURE SL1,1,1,1,1,1,SCIENCE,NUS Students [P]
495,LSM1302,LECTURE SL2,3,3,16,1,1000,SCIENCE,NUS Students [P]
496,LSM1304,LECTURE SL1,22,15,1,1,430,SCIENCE,"NUS Students [P, G]"
497,LSM1401,LECTURE SL1,141,0,0,0,0,SCIENCE,NUS Students [P]
498,LSM2201,LECTURE SL1,100,1,11,1,11,SCIENCE,NUS Students [P]
499,LSM3211,LECTURE SL1,47,1,1000,1,1000,SCIENCE,NUS Students [P]
500,LSM3223,LECTURE SL1,3,6,714,1845,1906,SCIENCE,NUS Students [P]
501,LSM3231,LECTURE SL1,19,2,1,1,1,SCIENCE,NUS Students [P]
502,LSM3232,LECTURE SL1,3,2,600,1,1000,SCIENCE,NUS Students [P]
503,LSM3233,LECTURE SL1,35,1,1,1,1,SCIENCE,NUS Students [P]
504,LSM3244,LECTURE SL1,28,1,1,1,1,SCIENCE,NUS Students [P]
505,LSM3252,LECTURE SL1,32,0,0,0,0,SCIENCE,NUS Students [P]
506,LSM3253,LECTURE SL1,2,0,0,0,0,SCIENCE,NUS Students [P]
507,LSM3261,LECTURE SL1,25,2,1,1,10,SCIENCE,NUS Students [P]
508,LSM3401B,LECTURE SL1,4,0,0,0,0,SCIENCE,NUS Students [P]
509,LSM4213,LECTURE SL1,73,0,0,0,0,SCIENCE,NUS Students [P]
510,LSM4222,LECTURE SL1,15,0,0,0,0,SCIENCE,NUS Students [P]
511,LSM4232,LECTURE SL1,62,1,1,1,1,SCIENCE,NUS Students [P]
512,LSM4241,LECTURE SL1,29,0,0,0,0,SCIENCE,NUS Students [P]
513,LSM4242,LECTURE SL1,10,0,0,0,0,SCIENCE,NUS Students [P]
514,LSM4251,LECTURE SL1,9,0,0,0,0,SCIENCE,NUS Students [P]
515,LSM4252,LECTURE SL1,41,0,0,0,0,SCIENCE,NUS Students [P]
516,LSM4261,LECTURE SL1,1,0,0,0,0,SCIENCE,NUS Students [P]
517,MA1100,LECTURE SL1,71,10,1,1,800,SCIENCE,"NUS Students [P, G]"
518,MA1101R,LECTURE SL1,21,8,1,1,1337,SCIENCE,"NUS Students [P, G]"
519,MA1101R,LECTURE SL2,24,7,1,1,1000,SCIENCE,"NUS Students [P, G]"
520,MA1102R,LECTURE SL1,2,5,1,497,737,SCIENCE,"NUS Students [P, G]"
521,MA1102R,LECTURE SL2,4,6,1,250,595,SCIENCE,"NUS Students [P, G]"
522,MA1104,LECTURE SL1,53,4,1,1,20,SCIENCE,"NUS Students [P, G]"
523,MA1301,LECTURE SL1,150,1,48,1,48,SCIENCE,"NUS Students [P, G]"
524,MA1311,LECTURE SL1,92,3,20,1,400,SCIENCE,"NUS Students [P, G]"
525,MA1505,LECTURE SL1,74,4,1,1,399,SCIENCE,"NUS Students [P, G]"
526,MA1506,LECTURE SL1,56,4,1,1,100,SCIENCE,"NUS Students [P, G]"
527,MA2101,LECTURE SL1,15,2,15,1,111,SCIENCE,"NUS Students [P, G]"
528,MA2108,LECTURE SL1,40,6,1,1,1000,SCIENCE,"NUS Students [P, G]"
529,MA2213,LECTURE SL1,29,1,151,1,151,SCIENCE,"NUS Students [P, G]"
530,MA2215,LECTURE SL1,128,3,5,1,5,SCIENCE,"NUS Students [P, G]"
531,MA2216,LECTURE SL1,35,2,1,1,1,SCIENCE,"NUS Students [P, G]"
532,MA2222,LECTURE SL1,116,3,10,1,200,SCIENCE,"NUS Students [P, G]"
