,Module,Group,Quota,No. ofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
268,CS4211,LECTURE 1,10,3,1,1,400,SCHOOL OF COMPUTING,Returning Students [P]
269,CS4211,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
270,CS4212,LECTURE 1,7,4,1,1,1234,SCHOOL OF COMPUTING,Returning Students [P]
271,CS4212,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
272,CS4213,LECTURE 1,13,1,100,1,100,SCHOOL OF COMPUTING,Returning Students [P]
273,CS4213,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
274,CS4221,LECTURE 1,45,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
275,CS4221,LECTURE 1,25,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
276,CS4222,LECTURE 1,15,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
277,CS4222,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
278,CS4237,LECTURE 1,51,1,300,1,300,SCHOOL OF COMPUTING,Returning Students [P]
279,CS4237,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
280,CS4243,LECTURE 1,42,1,300,1,300,SCHOOL OF COMPUTING,Returning Students [P]
281,CS4243,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
282,CS4250,LECTURE 1,52,3,1,1,100,SCHOOL OF COMPUTING,Returning Students [P]
283,CS4250,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
284,CS4251,LECTURE 1,11,1,2,1,2,SCHOOL OF COMPUTING,Returning Students [P]
285,CS4251,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
286,CS4254,LECTURE 1,27,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
287,CS4254,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
288,CS4264,LECTURE 1,35,4,1,1,5,SCHOOL OF COMPUTING,Returning Students [P]
289,CS4264,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
290,CS4266,LECTURE 1,41,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
291,CS4266,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
292,CS4272,LECTURE 1,91,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
293,CS4272,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
294,CS4344,LECTURE 1,19,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
295,CS4344,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
296,CS5215,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
297,CS5220,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
298,CS5223,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
299,CS5225,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
300,CS5229,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
301,CS5231,LECTURE 1,3,2,1,1,3514,SCHOOL OF COMPUTING,Returning Students [P]
302,CS5234,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
303,CS5237,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
304,CS5238,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
305,CS5240,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
306,CS5248,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
307,CS5249,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
308,CS5340,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
309,CZ1102,LECTURE SL1,2,7,10,1500,1801,SCIENCE,Returning Students [P]
310,CZ1102,LECTURE SL1,146,9,1,1,317,SCIENCE,New Students [P]
311,CZ3253,LECTURE SL1,39,0,0,0,0,SCIENCE,Returning Students [P]
312,CZ4102,LECTURE SL1,39,0,0,0,0,SCIENCE,Returning Students [P]
313,DSC2003,LECTURE C1,20,31,73,912,2003,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
314,DSC2003,LECTURE C1,3,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
315,DSC2003,LECTURE C2,4,9,457,1100,1651,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
316,DSC2003,LECTURE C2,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
317,DSC2006,LECTURE F1,6,20,1,1394,2000,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
318,DSC2006,LECTURE F1,3,1,10,1,10,SCIENCE,New Students [P]
319,DSC2006,LECTURE F2,5,18,5,1200,1825,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
320,DSC2006,LECTURE F2,2,3,97,157,201,SCIENCE,New Students [P]
321,DSC3201,SECTIONAL TEACHING A1,16,4,1,1,258,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
322,DSC3201,SECTIONAL TEACHING A1,1,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
323,DSC3201,SECTIONAL TEACHING A2,30,1,500,1,500,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
324,DSC3202,SECTIONAL TEACHING B1,15,2,1,1,1,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
325,DSC3203,SECTIONAL TEACHING C2,32,2,1,1,1,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
326,DSC3222E,SECTIONAL TEACHING D1,17,2,1,1,100,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
327,DSC4211B,SECTIONAL TEACHING F1,5,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
328,DSC4211C,SECTIONAL TEACHING G1,23,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
329,EC1101E,LECTURE 1,5,4,1,0,205,ARTS & SOCIAL SCIENCES,Returning Students [P]
330,EC1101E,LECTURE 2,18,2,2,1,400,ARTS & SOCIAL SCIENCES,Returning Students [P]
331,EC1101E,LECTURE 2,18,29,265,550,700,ARTS & SOCIAL SCIENCES,New Students [P]
332,EC1301,LECTURE 1,106,116,1,10,3990,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
333,EC1301,LECTURE 1,43,6,1,1,100,SCIENCE,New Students [P]
334,EC1301,LECTURE 1,76,15,1,1,746,ENGINEERING,New Students [P]
335,EC1301,LECTURE 1,32,3,1,0,1,SCHOOL OF COMPUTING,New Students [P]
336,EC1301,LECTURE 1,3,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
337,EC1301,LECTURE 2,85,117,1,200,1500,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
338,EC1301,LECTURE 2,37,20,1,1,596,SCIENCE,New Students [P]
339,EC1301,LECTURE 2,43,38,1,1,746,ENGINEERING,New Students [P]
340,EC1301,LECTURE 2,14,5,1,1,300,SCHOOL OF COMPUTING,New Students [P]
341,EC1301,LECTURE 2,8,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
342,EC1301,LECTURE 3,33,56,15,750,4038,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
343,EC1301,LECTURE 3,41,22,1,1,470,SCIENCE,New Students [P]
344,EC1301,LECTURE 3,92,21,1,1,746,ENGINEERING,New Students [P]
345,EC1301,LECTURE 3,3,5,30,105,647,SCHOOL OF COMPUTING,New Students [P]
346,EC1301,LECTURE 3,7,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
347,EC2101,LECTURE 1,10,38,2,1648,2505,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
348,EC2102,LECTURE 1,10,34,1,1497,2501,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
349,EC2303,LECTURE 1,10,18,20,1233,1600,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
350,EC2373,LECTURE 1,7,14,332,1300,1436,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
351,EC3101,LECTURE 1,11,24,50,912,1430,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
352,EC3101,LECTURE 1,1,1,120,0,120,ARTS & SOCIAL SCIENCES,New Students [P]
353,EC3102,LECTURE 1,10,15,100,1000,1662,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
354,EC3102,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
355,EC3303,LECTURE 1,10,23,50,953,2370,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
356,EC3303,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
357,EC3304,LECTURE 1,14,15,20,28,1966,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
358,EC3304,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
359,EC3312,LECTURE 1,6,13,319,1351,3295,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
360,EC3312,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
361,EC3322,LECTURE 1,5,13,100,912,1026,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
362,EC3322,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
363,EC3332,LECTURE 1,5,11,250,1355,3811,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
364,EC3332,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
365,EC3333,LECTURE 1,5,9,300,1023,1202,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
366,EC3333,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
367,EC3341,LECTURE 1,3,8,300,1321,2427,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
368,EC3341,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
369,EC3353,LECTURE 1,7,16,401,745,1876,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
370,EC3353,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
371,EC3361,LECTURE 1,5,10,100,1100,2500,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
372,EC3361,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
373,EC3373,LECTURE 1,2,4,704,794,1082,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
374,EC3373,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
375,EC3382,SEMINAR-STYLE MODULE CLASS 1,2,5,300,1149,1545,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
376,EC3382,SEMINAR-STYLE MODULE CLASS 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
377,EC4101,LECTURE 1,20,7,10,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
378,EC4101,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
379,EC4102,LECTURE 1,36,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
380,EC4102,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
381,EC4332,LECTURE 1,6,2,10,1,220,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
382,EC4332,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
383,EC4333,LECTURE 1,2,4,211,2460,3020,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
384,EC4333,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
385,EC4341,LECTURE 1,2,2,350,1,351,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
386,EC4341,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
387,EC4880,SEMINAR-STYLE MODULE CLASS 1,2,3,1429,2000,2256,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
388,EC4880,SEMINAR-STYLE MODULE CLASS 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
389,EC5311,SECTIONAL TEACHING 1,24,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
390,EC5361,SECTIONAL TEACHING 1,18,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
391,EE2001,LECTURE P,207,2,1,1,10,ENGINEERING,Returning Students [P]
392,EE2004,LECTURE ALL,47,2,200,1,300,ENGINEERING,Returning Students [P] and NUS Students [G]
393,EE2004E,LECTURE 1,366,1,10,1,10,ENGINEERING,Returning Students [P]
394,EE2005,LECTURE ALL,17,1,1,1,1,ENGINEERING,Returning Students [P] and NUS Students [G]
395,EE2006,LECTURE ALL,27,1,1,1,1,ENGINEERING,Returning Students [P] and NUS Students [G]
396,EE2006,LECTURE ALL,5,1,50,1,50,SCHOOL OF COMPUTING,New Students [P]
397,EE2009,LECTURE ALL,16,3,1,1,10,ENGINEERING,Returning Students [P]
398,EE2009,LECTURE ALL,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
399,EE2009E,LECTURE 1,172,0,0,0,0,ENGINEERING,Returning Students [P]
400,EE2009E,LECTURE 1,60,28,1,1,101,ENGINEERING,New Students [P]
401,EE2010,LECTURE ALL,49,0,0,0,0,ENGINEERING,Returning Students [P] and NUS Students [G]
402,EE2010E,LECTURE 1,223,1,10,1,10,ENGINEERING,Returning Students [P]
403,EE2011,LECTURE ALL,40,0,0,0,0,ENGINEERING,Returning Students [P]
404,EE3001,LECTURE P,90,1,1,1,1,ENGINEERING,Returning Students [P]
405,EE3101,PACKAGED LECTURE 1,155,2,100,1,1000,ENGINEERING,Returning Students [P]
406,EE3101E,LECTURE 1,28,1,1,1,1,ENGINEERING,Returning Students [P]
407,EE3103,PACKAGED LECTURE 1,181,4,1,1,100,ENGINEERING,Returning Students [P]
408,EE3103E,LECTURE 1,45,5,1,1,200,ENGINEERING,Returning Students [P]
409,EE3204,PACKAGED LECTURE 1,138,6,1,1,500,ENGINEERING,Returning Students [P]
410,EE3204E,LECTURE 1,24,0,0,0,0,ENGINEERING,Returning Students [P]
411,EE3206,PACKAGED LECTURE 1,99,7,1,1,1000,ENGINEERING,Returning Students [P]
412,EE3206E,LECTURE 1,25,0,0,0,0,ENGINEERING,Returning Students [P]
413,EE3207,PACKAGED LECTURE 1,39,4,2,1,1000,ENGINEERING,Returning Students [P]
414,EE3207E,LECTURE 1,29,2,2,1,50,ENGINEERING,Returning Students [P]
415,EE3208E,LECTURE 1,48,0,0,0,0,ENGINEERING,Returning Students [P]
416,EE3302,PACKAGED LECTURE 1,59,9,1,1,3487,ENGINEERING,Returning Students [P]
417,EE3302E,LECTURE 1,13,6,1,1,500,ENGINEERING,Returning Students [P]
418,EE3406,PACKAGED LECTURE 1,80,9,1,1,4600,ENGINEERING,Returning Students [P]
419,EE3407,PACKAGED LECTURE 1,190,4,1,1,101,ENGINEERING,Returning Students [P]
420,EE3408,PACKAGED LECTURE 1,1,4,500,3795,3795,ENGINEERING,Returning Students [P]
421,EE3408E,LECTURE 1,25,0,0,0,0,ENGINEERING,Returning Students [P]
422,EE3505,PACKAGED LECTURE 1,54,8,1,1,500,ENGINEERING,Returning Students [P]
423,EE3601,PACKAGED LECTURE 1,95,0,0,0,0,ENGINEERING,Returning Students [P]
424,EE3702,PACKAGED LECTURE 1,16,3,1,1,1,ENGINEERING,Returning Students [P]
425,EE4101,PACKAGED LECTURE 1,21,4,1,1,35,ENGINEERING,Returning Students [P]
426,EE4103,PACKAGED LECTURE 1,116,3,1,1,500,ENGINEERING,Returning Students [P]
427,EE4112,PACKAGED LECTURE 1,34,3,8,1,500,ENGINEERING,Returning Students [P]
428,EE4214,PACKAGED LECTURE 1,60,3,1,1,502,ENGINEERING,Returning Students [P]
429,EE4305,PACKAGED LECTURE 1,156,4,1,1,200,ENGINEERING,Returning Students [P]
430,EE4411,PACKAGED LECTURE 1,12,4,50,1,2445,ENGINEERING,Returning Students [P]
431,EE4412,PACKAGED LECTURE 1,3,8,908,2634,4000,ENGINEERING,Returning Students [P]
432,EE4412E,LECTURE 1,25,0,0,0,0,ENGINEERING,Returning Students [P]
433,EE4502,LECTURE 1,71,4,1,1,500,ENGINEERING,Returning Students [P]
434,EE4505,PACKAGED LECTURE 1,50,4,1,1,2000,ENGINEERING,Returning Students [P]
435,EE4506,PACKAGED LECTURE 1,31,0,0,0,0,ENGINEERING,Returning Students [P]
436,EE4601,PACKAGED LECTURE 1,55,0,0,0,0,ENGINEERING,Returning Students [P]
437,EE4604,PACKAGED LECTURE 1,44,0,0,0,0,ENGINEERING,Returning Students [P]
438,EG1108,LECTURE 1,16,4,1,1,200,ENGINEERING,Returning Students [P] and NUS Students [G]
439,EG1108,LECTURE 1,11,4,2,1,12,SCHOOL OF COMPUTING,New Students [P]
440,EG1108,LECTURE 2,22,2,1,1,50,ENGINEERING,Returning Students [P] and NUS Students [G]
441,EG1108,LECTURE 2,15,1,1,0,1,SCHOOL OF COMPUTING,New Students [P]
442,EG1109,LECTURE 1,10,2,1,1,1,ENGINEERING,NUS Students [G]
443,EG1413,SECTIONAL TEACHING E02,6,8,1,23,1500,ENGINEERING,Returning Students [P]
444,EG1413,SECTIONAL TEACHING E03,6,2,1,0,2,ENGINEERING,Returning Students [P]
445,EG1413,SECTIONAL TEACHING E04,3,3,1,1,500,ENGINEERING,Returning Students [P]
446,EG1413,SECTIONAL TEACHING E05,4,5,10,2000,3000,ENGINEERING,Returning Students [P]
447,EG1413,SECTIONAL TEACHING E06,4,4,1,1,4004,ENGINEERING,Returning Students [P]
448,EG1413,SECTIONAL TEACHING E07,4,6,1,15,101,ENGINEERING,Returning Students [P]
449,EG1413,SECTIONAL TEACHING E08,4,5,1,2,1677,ENGINEERING,Returning Students [P]
450,EG1413,SECTIONAL TEACHING E09,4,3,1,1,500,ENGINEERING,Returning Students [P]
451,EG1413,SECTIONAL TEACHING E10,4,3,1,1,1000,ENGINEERING,Returning Students [P]
452,EG1413,SECTIONAL TEACHING E11,4,3,1,1,3795,ENGINEERING,Returning Students [P]
453,EG1413,SECTIONAL TEACHING E12,4,3,21,1,200,ENGINEERING,Returning Students [P]
454,EG1413,SECTIONAL TEACHING E13,4,5,23,100,1001,ENGINEERING,Returning Students [P]
455,EG1413,SECTIONAL TEACHING E14,4,4,5,1,207,ENGINEERING,Returning Students [P]
456,EG1413,SECTIONAL TEACHING E15,3,3,100,1,900,ENGINEERING,Returning Students [P]
457,EG1413,SECTIONAL TEACHING E16,6,6,1,1,303,ENGINEERING,Returning Students [P]
458,EG1413,SECTIONAL TEACHING E17,6,6,1,1,3212,ENGINEERING,Returning Students [P]
459,EG1413,SECTIONAL TEACHING E18,4,4,670,1,1500,ENGINEERING,Returning Students [P]
460,EG1413,SECTIONAL TEACHING E19,4,7,748,2260,3000,ENGINEERING,Returning Students [P]
461,EG1413,SECTIONAL TEACHING E20,4,6,400,600,1001,ENGINEERING,Returning Students [P]
462,EG1413,SECTIONAL TEACHING E21,4,5,892,1001,3000,ENGINEERING,Returning Students [P]
463,EG1413,SECTIONAL TEACHING E22,4,4,1,1,3000,ENGINEERING,Returning Students [P]
464,EG1413,SECTIONAL TEACHING E23,4,3,506,1,601,ENGINEERING,Returning Students [P]
465,EG1413,SECTIONAL TEACHING E24,4,4,50,1,800,ENGINEERING,Returning Students [P]
466,EG1413,SECTIONAL TEACHING E25,4,4,1,1,450,ENGINEERING,Returning Students [P]
467,EG1413,SECTIONAL TEACHING E26,4,4,70,1,151,ENGINEERING,Returning Students [P]
468,EG1413,SECTIONAL TEACHING E27,4,4,5,1,1500,ENGINEERING,Returning Students [P]
469,EG1413,SECTIONAL TEACHING E28,4,2,1,1,1,ENGINEERING,Returning Students [P]
470,EG2401,LECTURE 1,2,9,1,3449,4150,ENGINEERING,Returning Students [P]
471,EG2401,LECTURE 2,112,24,1,1,3772,ENGINEERING,Returning Students [P]
472,EL1101E,LECTURE 1,10,23,1,0,2774,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
473,EL1101E,LECTURE 1,79,62,1,1,450,ARTS & SOCIAL SCIENCES,New Students [P]
474,EL2101,LECTURE 1,50,23,1,1,800,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
475,EL2101,LECTURE 1,15,1,150,1,150,ARTS & SOCIAL SCIENCES,New Students [P]
476,EL2102,LECTURE 1,71,5,1,1,150,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
477,EL2102,LECTURE 1,15,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
478,EL3202,LECTURE 1,32,2,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
479,EL3203,SEMINAR-STYLE MODULE CLASS 1,19,6,1,1,101,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
480,EL3204,LECTURE 1,9,7,1,1,2253,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
481,EL3253,SEMINAR-STYLE MODULE CLASS 1,3,6,1,801,1641,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
482,EL3255,SEMINAR-STYLE MODULE CLASS 1,2,6,505,2244,2360,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
483,EL4200,SEMINAR-STYLE MODULE CLASS 1,24,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
484,EL4205,SEMINAR-STYLE MODULE CLASS 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
485,EL4216,SEMINAR-STYLE MODULE CLASS 1,6,4,2,1,2113,ARTS & SOCIAL SCIENCES,Returning Students [P]
486,EL4252,SEMINAR-STYLE MODULE CLASS 1,22,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
487,EL4254,SEMINAR-STYLE MODULE CLASS 1,18,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
488,EN1101E,LECTURE 1,15,13,1,1,1607,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
489,EN1101E,LECTURE 1,42,17,1,1,901,ARTS & SOCIAL SCIENCES,New Students [P]
490,EN2101E,LECTURE 1,4,3,2,1,100,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
491,EN2101E,LECTURE 1,1,7,150,520,520,ARTS & SOCIAL SCIENCES,New Students [P]
492,EN2112,LECTURE 1,41,8,1,1,21,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
493,EN2112,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
494,EN2241,LECTURE 1,2,4,888,1004,1202,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
495,EN2241,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
496,EN3223,LECTURE 1,1,4,157,518,518,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
497,EN3223,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
498,EN3224,LECTURE 1,3,4,276,1350,1500,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
499,EN3224,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
500,EN3227,LECTURE 1,1,4,735,1598,1598,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
501,EN3227,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
502,EN3231,SEMINAR-STYLE MODULE CLASS 1,1,5,201,1000,1000,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
503,EN3231,SEMINAR-STYLE MODULE CLASS 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
504,EN3245,SEMINAR-STYLE MODULE CLASS 1,1,3,1200,1878,1878,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
505,EN3245,SEMINAR-STYLE MODULE CLASS 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
506,EN3266,SEMINAR-STYLE MODULE CLASS 1,8,6,20,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
507,EN3266,SEMINAR-STYLE MODULE CLASS 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
508,EN3269,LECTURE 1,2,4,690,1450,5885,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
509,EN3269,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
510,EN4221,SEMINAR-STYLE MODULE CLASS 1,23,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
511,EN4222,SEMINAR-STYLE MODULE CLASS 1,18,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
512,EN4224,SEMINAR-STYLE MODULE CLASS 1,18,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
513,EN4231,SEMINAR-STYLE MODULE CLASS 1,19,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
514,EN4246,SEMINAR-STYLE MODULE CLASS 1,15,2,5,1,50,ARTS & SOCIAL SCIENCES,Returning Students [P]
515,EN4271,SEMINAR-STYLE MODULE CLASS 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
516,ES2002,SECTIONAL TEACHING G16,1,5,1,680,680,NON-FACULTY-BASED DEPARTMENTS,Returning Students [P]
517,ES2007S,SECTIONAL TEACHING 2,1,1,10,1,10,NON-FACULTY-BASED DEPARTMENTS,Returning Students [P]
518,ES2007S,SECTIONAL TEACHING 3,1,2,12,558,558,NON-FACULTY-BASED DEPARTMENTS,Returning Students [P]
519,ES2007S,SECTIONAL TEACHING 5,1,4,105,4220,4220,NON-FACULTY-BASED DEPARTMENTS,Returning Students [P]
520,ESE3101,LECTURE 1,45,1,1,1,1,ENGINEERING,Returning Students [P]
521,ESE3201,LECTURE 1,50,0,0,0,0,ENGINEERING,Returning Students [P]
522,ESE3301,LECTURE 1,57,1,2000,1,2000,ENGINEERING,Returning Students [P]
523,ESE3401,LECTURE 1,65,1,1,1,1,ENGINEERING,Returning Students [P]
524,ESE4501,LECTURE 1,16,0,0,0,0,ENGINEERING,Returning Students [P]
525,ESE4502,LECTURE 1,16,0,0,0,0,ENGINEERING,Returning Students [P]
526,ESE5002,LECTURE 1,21,0,0,0,0,ENGINEERING,Returning Students [P]
527,ESE5301,LECTURE 1,16,2,1,1,1000,ENGINEERING,Returning Students [P]
528,ESE5602,LECTURE 1,15,1,1,1,1,ENGINEERING,Returning Students [P]
529,EU1101E,LECTURE 1,16,22,36,100,1000,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
530,EU2218,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
531,EU3212,LECTURE 1,7,5,1,1,626,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
