,Module,Group,Quota,No. ofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
271,EE3408E,LECTURE 1,27,0,0,0,0,ENGINEERING,NUS Students [P]
272,EE3505,PACKAGED LECTURE 1,47,3,10,1,1002,ENGINEERING,NUS Students [P]
273,EE3601,PACKAGED LECTURE 1,97,1,100,1,100,ENGINEERING,NUS Students [P]
274,EE3702,PACKAGED LECTURE 1,15,2,1,1,50,ENGINEERING,NUS Students [P]
275,EE4101,PACKAGED LECTURE 1,19,2,1,1,1,ENGINEERING,NUS Students [P]
276,EE4103,PACKAGED LECTURE 1,114,1,1,1,1,ENGINEERING,NUS Students [P]
277,EE4112,PACKAGED LECTURE 1,31,2,1,1,588,ENGINEERING,NUS Students [P]
278,EE4214,PACKAGED LECTURE 1,61,0,0,0,0,ENGINEERING,NUS Students [P]
279,EE4305,PACKAGED LECTURE 1,154,3,200,1,1000,ENGINEERING,NUS Students [P]
280,EE4411,PACKAGED LECTURE 1,9,2,1,1,547,ENGINEERING,NUS Students [P]
281,EE4412E,LECTURE 1,28,0,0,0,0,ENGINEERING,NUS Students [P]
282,EE4502,LECTURE 1,67,3,1,1,768,ENGINEERING,NUS Students [P]
283,EE4505,PACKAGED LECTURE 1,48,2,1,1,51,ENGINEERING,NUS Students [P]
284,EE4506,PACKAGED LECTURE 1,32,0,0,0,0,ENGINEERING,NUS Students [P]
285,EE4601,PACKAGED LECTURE 1,58,1,1,1,1,ENGINEERING,NUS Students [P]
286,EE4604,PACKAGED LECTURE 1,44,0,0,0,0,ENGINEERING,NUS Students [P]
287,EG1108,LECTURE 1,14,0,0,0,0,ENGINEERING,"NUS Students [P, G]"
288,EG1108,LECTURE 2,35,5,1,1,10,ENGINEERING,"NUS Students [P, G]"
289,EG1109,LECTURE 1,6,3,1,1,50,ENGINEERING,NUS Students [G]
290,EG1413,SECTIONAL TEACHING E20,1,2,250,1000,1000,ENGINEERING,NUS Students [P]
291,EG1413,SECTIONAL TEACHING E28,2,3,100,300,630,ENGINEERING,NUS Students [P]
292,EG2401,LECTURE 1,1,7,100,4098,4098,ENGINEERING,NUS Students [P]
293,EG2401,LECTURE 2,84,10,1,1,3769,ENGINEERING,NUS Students [P]
294,EL1101E,LECTURE 1,3,12,208,866,2000,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
295,EL2101,LECTURE 1,39,1,2,1,2,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
296,EL2102,LECTURE 1,83,1,10,1,10,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
297,EL3202,LECTURE 1,29,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
298,EL3203,SEMINAR-STYLE MODULE CLASS 1,13,2,495,1,943,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
299,EL3204,LECTURE 1,12,2,1,1,100,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
300,EL3253,SEMINAR-STYLE MODULE CLASS 1,7,4,1,1,1200,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
301,EL4200,SEMINAR-STYLE MODULE CLASS 1,24,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
302,EL4205,SEMINAR-STYLE MODULE CLASS 1,7,1,10,1,10,ARTS & SOCIAL SCIENCES,NUS Students [P]
303,EL4216,SEMINAR-STYLE MODULE CLASS 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
304,EL4252,SEMINAR-STYLE MODULE CLASS 1,23,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
305,EL4254,SEMINAR-STYLE MODULE CLASS 1,18,5,5,1,500,ARTS & SOCIAL SCIENCES,NUS Students [P]
306,EN1101E,LECTURE 1,11,13,3,50,429,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
307,EN2101E,LECTURE 1,1,1,348,1,348,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
308,EN2112,LECTURE 1,35,1,100,1,100,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
309,EN2241,LECTURE 1,3,5,1016,1300,2000,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
310,EN3223,LECTURE 1,6,7,1,350,1115,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
311,EN3224,LECTURE 1,11,1,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
312,EN3227,LECTURE 1,1,4,163,1700,1700,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
313,EN3231,SEMINAR-STYLE MODULE CLASS 1,19,5,1,1,654,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
314,EN3245,SEMINAR-STYLE MODULE CLASS 1,10,4,1,1,1813,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
315,EN3266,SEMINAR-STYLE MODULE CLASS 1,6,1,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
316,EN3269,LECTURE 1,1,3,1,500,500,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
317,EN4221,SEMINAR-STYLE MODULE CLASS 1,23,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
318,EN4222,SEMINAR-STYLE MODULE CLASS 1,19,1,207,1,207,ARTS & SOCIAL SCIENCES,NUS Students [P]
319,EN4224,SEMINAR-STYLE MODULE CLASS 1,18,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
320,EN4231,SEMINAR-STYLE MODULE CLASS 1,18,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
321,EN4246,SEMINAR-STYLE MODULE CLASS 1,18,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
322,EN4271,SEMINAR-STYLE MODULE CLASS 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
323,ES2007S,SECTIONAL TEACHING 1,1,3,10,1000,1000,NON-FACULTY-BASED DEPARTMENTS,NUS Students [P]
324,ES2007S,SECTIONAL TEACHING 5,1,7,20,900,900,NON-FACULTY-BASED DEPARTMENTS,NUS Students [P]
325,ES2007S,SECTIONAL TEACHING 6,1,3,1127,2958,2958,NON-FACULTY-BASED DEPARTMENTS,NUS Students [P]
326,ESE3101,LECTURE 1,44,0,0,0,0,ENGINEERING,NUS Students [P]
327,ESE3201,LECTURE 1,50,0,0,0,0,ENGINEERING,NUS Students [P]
328,ESE3301,LECTURE 1,56,0,0,0,0,ENGINEERING,NUS Students [P]
329,ESE3401,LECTURE 1,63,1,1,1,1,ENGINEERING,NUS Students [P]
330,ESE4501,LECTURE 1,15,0,0,0,0,ENGINEERING,NUS Students [P]
331,ESE4502,LECTURE 1,16,0,0,0,0,ENGINEERING,NUS Students [P]
332,ESE5002,LECTURE 1,21,0,0,0,0,ENGINEERING,NUS Students [P]
333,ESE5301,LECTURE 1,14,0,0,0,0,ENGINEERING,NUS Students [P]
334,ESE5602,LECTURE 1,14,1,1,1,1,ENGINEERING,NUS Students [P]
335,EU1101E,LECTURE 1,2,4,316,1770,2704,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
336,EU3212,LECTURE 1,2,2,204,1,500,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
337,EU3224,LECTURE 1,4,2,1,1,50,ARTS & SOCIAL SCIENCES,NUS Students [P]
338,EU4227A,SECTIONAL TEACHING 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
339,FNA1002X,LECTURE B2,8,22,1,3556,4280,SCHOOL OF BUSINESS,"NUS Students [P, G]"
340,FNA1006,LECTURE C,19,3,1,1,609,SCHOOL OF BUSINESS,NUS Students [P]
341,FNA2002,LECTURE B,5,19,235,910,1253,SCHOOL OF BUSINESS,"NUS Students [P, G]"
342,FNA2004,LECTURE D1,5,16,384,1348,2023,SCHOOL OF BUSINESS,"NUS Students [P, G]"
343,FNA2004,LECTURE D2,5,18,1,1056,1236,SCHOOL OF BUSINESS,"NUS Students [P, G]"
344,FNA3101A,SECTIONAL TEACHING B2,1,3,668,796,796,SCHOOL OF BUSINESS,"NUS Students [P, G]"
345,FNA3101B,SECTIONAL TEACHING B3,1,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
346,FNA3102B,SECTIONAL TEACHING C3,1,1,1,1,1,SCHOOL OF BUSINESS,"NUS Students [P, G]"
347,FNA3102B,SECTIONAL TEACHING C4,2,5,600,1000,1813,SCHOOL OF BUSINESS,"NUS Students [P, G]"
348,FNA3103,SECTIONAL TEACHING D3,1,4,1014,1469,1469,SCHOOL OF BUSINESS,"NUS Students [P, G]"
349,FNA3116,SECTIONAL TEACHING G1,2,0,0,0,0,SCHOOL OF BUSINESS,"NUS Students [P, G]"
350,FNA3118,SECTIONAL TEACHING H1,4,3,1,1,1,SCHOOL OF BUSINESS,"NUS Students [P, G]"
351,FNA3118,SECTIONAL TEACHING H2,26,1,1,1,1,SCHOOL OF BUSINESS,"NUS Students [P, G]"
352,FNA3120A,SECTIONAL TEACHING J1,3,3,1,1,2000,SCHOOL OF BUSINESS,"NUS Students [P, G]"
353,FNA3121,SECTIONAL TEACHING K,29,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
354,FNA4111,SECTIONAL TEACHING M1,10,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
355,FST1101,LECTURE SL1,3,0,0,0,0,SCIENCE,NUS Students [P]
356,FST2102,LECTURE SL1,3,0,0,0,0,SCIENCE,NUS Students [P]
357,FST3102,LECTURE SL1,19,0,0,0,0,SCIENCE,NUS Students [P]
358,FST3103,LECTURE SL1,2,0,0,0,0,SCIENCE,NUS Students [P]
359,GE1101E,LECTURE 1,1,5,1,3487,3487,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
360,GE2204,LECTURE 1,2,6,448,1201,2121,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
361,GE2215,LECTURE 1,13,6,1,1,102,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
362,GE2221,LECTURE 1,2,6,180,825,1888,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
363,GE2226,LECTURE 1,25,18,2,1,1625,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
364,GE2227,LECTURE 1,33,7,1,1,500,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
365,GE3204,LECTURE 1,54,1,291,1,291,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
366,GE3210,LECTURE 1,52,5,1,1,5,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
367,GE3221,LECTURE 1,22,8,1,1,300,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
368,GE3224,LECTURE 1,35,9,1,1,667,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
369,GE3235,LECTURE 1,77,4,1,1,500,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
370,GE3237,LECTURE 1,11,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
371,GE4101A,SEMINAR-STYLE MODULE CLASS 1,17,2,1,1,1,ARTS & SOCIAL SCIENCES,NUS Students [P]
372,GE4101B,SEMINAR-STYLE MODULE CLASS 1,16,1,1,1,1,ARTS & SOCIAL SCIENCES,NUS Students [P]
373,GE4202,SEMINAR-STYLE MODULE CLASS 1,53,4,1,1,500,ARTS & SOCIAL SCIENCES,NUS Students [P]
374,GE4204,SEMINAR-STYLE MODULE CLASS 1,22,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
375,GE4207,SEMINAR-STYLE MODULE CLASS 1,26,2,1,1,2304,ARTS & SOCIAL SCIENCES,NUS Students [P]
376,GEK1002,LECTURE 1,2,10,20,940,1080,ARTS & SOCIAL SCIENCES,NUS Students [G]
377,GEK1003,LECTURE 1,1,8,500,925,925,ARTS & SOCIAL SCIENCES,NUS Students [G]
378,GEK1006,LECTURE 1,1,14,50,1200,1200,ARTS & SOCIAL SCIENCES,NUS Students [G]
379,GEK1035,LECTURE 1,5,13,400,899,1058,ARTS & SOCIAL SCIENCES,NUS Students [G]
380,GEK1045,LECTURE 1,1,13,2,2378,2378,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
381,GEK1052,SECTIONAL TEACHING 1,1,4,10,1087,1087,ARTS & SOCIAL SCIENCES,NUS Students [G]
382,GEK1502,LECTURE SL1,4,7,101,1010,1495,SCIENCE,"NUS Students [P, G]"
383,GEK1505,LECTURE SL1,3,15,1,972,1222,SCIENCE,NUS Students [G]
384,GEK1507,LECTURE SL1,2,6,120,1715,1750,SCIENCE,NUS Students [G]
385,GEK1509,LECTURE SL1,5,12,5,400,900,SCIENCE,NUS Students [G]
386,GEK1510,LECTURE SL1,1,5,100,1167,1167,SCIENCE,NUS Students [G]
387,GEK1511,LECTURE 1,1,9,1,1300,1300,SCHOOL OF COMPUTING,NUS Students [G]
388,GEK1517,LECTURE SL1,4,10,30,748,780,SCIENCE,NUS Students [G]
389,GEK1519,LECTURE SL1,1,5,350,1550,1550,SCIENCE,NUS Students [G]
390,GEK1527,LECTURE SL1,10,17,5,559,1776,SCIENCE,"NUS Students [P, G]"
391,GEK1527,LECTURE SL2,5,11,200,797,900,SCIENCE,NUS Students [G]
392,GEK1534,LECTURE 1,1,7,63,1253,1253,YONG LOO LIN SCHOOL OF MEDICINE,NUS Students [G]
393,GEK1535,LECTURE SL1,2,10,1,778,1064,SCIENCE,NUS Students [G]
394,GEK1537,LECTURE 1,3,7,700,910,1500,YONG LOO LIN SCHOOL OF MEDICINE,NUS Students [G]
395,GEK1543,LECTURE SL1,7,18,100,715,1253,SCIENCE,NUS Students [G]
396,GEK2000,LECTURE 1,1,8,100,1123,1123,ARTS & SOCIAL SCIENCES,NUS Students [G]
397,GEK2001,LECTURE 1,1,5,293,1088,1088,ARTS & SOCIAL SCIENCES,NUS Students [G]
398,GEK2500,LECTURE SL1,40,47,3,50,1112,SCIENCE,NUS Students [G]
399,GEK2503,LECTURE SL1,3,7,246,819,1100,SCIENCE,NUS Students [G]
400,GEK2507,LECTURE SL1,1,15,5,2037,2037,SCIENCE,NUS Students [G]
401,GEM1004,LECTURE 1,3,12,62,997,1450,ARTS & SOCIAL SCIENCES,NUS Students [G]
402,GEM2507,LECTURE SL1,2,5,200,350,546,SCIENCE,NUS Students [G]
403,GEM2900,LECTURE SL1,4,16,1,1100,1318,SCIENCE,NUS Students [G]
404,GEM2901,LECTURE SL1,6,13,61,1003,1200,SCIENCE,NUS Students [G]
405,HR2002,SECTIONAL TEACHING E101,2,1,1000,1,1000,SCHOOL OF BUSINESS,NUS Students [P]
406,HR2002,SECTIONAL TEACHING E102,3,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
407,HR2002,SECTIONAL TEACHING E103,2,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
408,HR2002,SECTIONAL TEACHING E104,1,1,1,1,1,SCHOOL OF BUSINESS,NUS Students [P]
409,HR2002,SECTIONAL TEACHING E105,1,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
410,HR2002,SECTIONAL TEACHING E201,18,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
411,HR2002,SECTIONAL TEACHING E202,20,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
412,HR2002,SECTIONAL TEACHING E203,23,7,1,1,3501,SCHOOL OF BUSINESS,NUS Students [P]
413,HR2002,SECTIONAL TEACHING E204,34,5,1,1,1,SCHOOL OF BUSINESS,NUS Students [P]
414,HR2002,SECTIONAL TEACHING E205,34,3,1,1,1000,SCHOOL OF BUSINESS,NUS Students [P]
415,HR2002,SECTIONAL TEACHING E301,16,2,1,1,1,SCHOOL OF BUSINESS,NUS Students [P]
416,HR2002,SECTIONAL TEACHING E302,26,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
417,HR2002,SECTIONAL TEACHING E303,25,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
418,HR2002,SECTIONAL TEACHING E304,24,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
419,HR2002,SECTIONAL TEACHING E305,28,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
420,HR2002,SECTIONAL TEACHING E401,6,1,3002,1,3002,SCHOOL OF BUSINESS,NUS Students [P]
421,HR2002,SECTIONAL TEACHING E402,26,1,1,1,1,SCHOOL OF BUSINESS,NUS Students [P]
422,HR2002,SECTIONAL TEACHING E403,24,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
423,HR2002,SECTIONAL TEACHING E404,22,1,100,1,100,SCHOOL OF BUSINESS,NUS Students [P]
424,HR2002,SECTIONAL TEACHING E405,17,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [P]
425,HY1101E,LECTURE 1,4,13,100,600,1300,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
426,HY2216,LECTURE 1,55,5,1,1,150,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
427,HY2237,LECTURE 1,5,3,350,1,451,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
428,HY2246,LECTURE 1,18,18,1,1,1500,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
429,HY2248,LECTURE 1,4,5,603,706,1500,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
430,HY2249,LECTURE 1,8,13,42,501,1392,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
431,HY3204,LECTURE 1,8,1,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
432,HY3207,LECTURE 1,5,3,5,1,1000,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
433,HY3227,LECTURE 1,2,4,10,1100,1500,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
434,HY3228,LECTURE 1,27,1,10,1,10,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
435,HY3241,LECTURE 1,24,2,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
436,HY3245,LECTURE 1,22,3,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
437,HY4101,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
438,HY4214,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
439,ID1103,DESIGN TUTORIAL 1,2,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
440,ID1111,DESIGN TUTORIAL 1,35,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
441,ID2103,DESIGN TUTORIAL 1,2,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
442,ID2321,PACKAGED LECTURE 1,1,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
443,ID3121,DESIGN TUTORIAL 1,6,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
444,ID3122,PACKAGED LECTURE 1,7,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
445,ID4103,DESIGN TUTORIAL 1,23,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
446,ID4121,DESIGN TUTORIAL 1,24,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [P]
447,IE2110,LECTURE 1,105,3,1,1,105,ENGINEERING,"NUS Students [P, G]"
448,IE3100,LECTURE 1,11,0,0,0,0,ENGINEERING,NUS Students [P]
449,IE3101,LECTURE 1,13,0,0,0,0,ENGINEERING,NUS Students [P]
450,IE3110,LECTURE 1,9,0,0,0,0,ENGINEERING,NUS Students [P]
451,IE3120,LECTURE 1,22,0,0,0,0,ENGINEERING,NUS Students [P]
452,IE4100R,LECTURE 1,6,1,1,1,1,ENGINEERING,NUS Students [P]
453,IE4210,LECTURE 1,21,0,0,0,0,ENGINEERING,NUS Students [P]
454,IE4240,LECTURE 1,32,1,2,1,2,ENGINEERING,NUS Students [P]
455,IE5121,LECTURE 1,1,2,1800,4100,4100,ENGINEERING,NUS Students [P]
456,IE5203,LECTURE 1,1,1,3000,1,3000,ENGINEERING,NUS Students [P]
457,IE5301,LECTURE 1,8,1,500,1,500,ENGINEERING,NUS Students [P]
458,IT1001,LECTURE 1,1,8,5,1648,1648,SCHOOL OF COMPUTING,"NUS Students [P, G]"
459,IT1002,LECTURE 1,94,18,1,1,1279,SCHOOL OF COMPUTING,"NUS Students [P, G]"
460,IT1003,LECTURE 1,9,13,210,438,1300,SCHOOL OF COMPUTING,NUS Students [G]
461,IT1004,LECTURE 1,1,8,17,1422,1422,SCHOOL OF COMPUTING,NUS Students [G]
462,IT1801,LECTURE 1,156,48,1,1,1272,SCHOOL OF COMPUTING,"NUS Students [P, G]"
463,IT2002,LECTURE 1,72,1,1,1,1,SCHOOL OF COMPUTING,"NUS Students [P, G]"
464,JS2213,LECTURE 1,14,19,1,249,1800,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
465,JS2216,LECTURE 1,13,18,101,347,1316,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
466,JS2228,LECTURE 1,17,26,50,300,1970,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
467,JS3210,SEMINAR-STYLE MODULE CLASS 1,7,1,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
468,JS3214,SEMINAR-STYLE MODULE CLASS 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
469,JS3227,SEMINAR-STYLE MODULE CLASS 1,8,4,1,1,1200,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
470,JS4207,SEMINAR-STYLE MODULE CLASS 1,7,1,1,1,1,ARTS & SOCIAL SCIENCES,NUS Students [P]
471,JS4216,SEMINAR-STYLE MODULE CLASS 1,6,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
472,JS4221,SEMINAR-STYLE MODULE CLASS 1,4,1,1,1,1,ARTS & SOCIAL SCIENCES,NUS Students [P]
473,JS4225,SEMINAR-STYLE MODULE CLASS 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,NUS Students [P]
474,LAB1201,LECTURE 1,26,41,100,396,1300,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
475,LAB2201,LECTURE 1,9,3,2,1,1000,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
476,LAB3201,LECTURE 1,7,5,5,1,888,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
477,LAB3202,LECTURE 1,8,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
478,LAB4201,LECTURE 1,10,1,1547,1,1547,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
479,LAC1201,LECTURE 1,15,9,1,1,500,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
480,LAC1201,LECTURE 2,13,16,50,100,771,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
481,LAC1201,LECTURE 3,13,11,10,1,464,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
482,LAC1201,LECTURE 4,17,16,1,1,954,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
483,LAC1201,LECTURE 5,17,17,5,1,1160,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
484,LAC2201,LECTURE 1,10,2,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
485,LAC2201,LECTURE 2,10,3,1,1,50,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
486,LAC2201,LECTURE 3,16,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
487,LAC2202,LECTURE 1,30,2,1,1,200,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
488,LAC3201,LECTURE 1,20,1,2,1,2,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
489,LAC3201,LECTURE 2,20,3,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
490,LAC3202,LECTURE 1,9,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
491,LAF2201,LECTURE 1,2,3,250,451,553,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
492,LAF2201,LECTURE 2,2,1,1145,1,1145,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
493,LAF2201,LECTURE 3,2,2,20,1,110,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
494,LAF3201,LECTURE 1,1,2,561,1218,1218,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
495,LAF3201,LECTURE 2,1,2,258,723,723,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
496,LAF3201,LECTURE 4,1,3,349,744,744,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
497,LAF4201,LECTURE 1,9,1,1000,1,1000,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
498,LAG1201,LECTURE 2,1,2,900,1500,1500,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
499,LAG1201,LECTURE 4,1,6,240,910,910,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
500,LAG1201,LECTURE 6,2,6,250,805,890,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
501,LAG1201,LECTURE 8,1,2,200,1029,1029,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
502,LAG1201,LECTURE 9,4,10,200,600,950,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
503,LAG2201,LECTURE 1,8,1,500,1,500,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
504,LAG2201,LECTURE 2,8,1,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
505,LAG2201,LECTURE 3,14,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
506,LAG2201,LECTURE 4,11,2,1,1,43,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
507,LAG3201,LECTURE 1,1,3,362,1057,1057,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
508,LAG3201,LECTURE 2,2,3,220,400,945,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
509,LAG3201,LECTURE 3,2,4,252,686,1207,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
510,LAG4201,LECTURE 1,7,8,51,100,851,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
511,LAJ1201,LECTURE 1,3,10,100,1100,2010,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
512,LAJ1201,LECTURE 2,34,48,4,350,900,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
513,LAJ2201,LECTURE 1,18,7,1,1,671,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
514,LAJ2201,LECTURE 2,32,2,1,1,100,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
515,LAJ2202,LECTURE 1,19,6,1,1,1337,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
516,LAJ2203,LECTURE 1,17,3,1,1,5,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
517,LAJ3201,LECTURE 1,14,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
518,LAJ3203,LECTURE 1,20,2,1,1,1,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
519,LAL1201,LECTURE 1,14,1,10,1,10,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
520,LAL2201,LECTURE 1,9,0,0,0,0,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
521,LAM1201,LECTURE 1,7,14,1,678,1500,ARTS & SOCIAL SCIENCES,"NUS Students [P, G]"
