,Module,Group,Quota,No. ofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
272,CS4250,LECTURE 1,51,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
273,CS4250,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
274,CS4251,LECTURE 1,11,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
275,CS4251,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
276,CS4254,LECTURE 1,28,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
277,CS4254,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
278,CS4264,LECTURE 1,33,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
279,CS4264,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
280,CS4266,LECTURE 1,44,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
281,CS4266,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
282,CS4272,LECTURE 1,92,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
283,CS4272,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
284,CS4344,LECTURE 1,19,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
285,CS4344,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
286,CS5215,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
287,CS5220,LECTURE 1,6,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
288,CS5223,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
289,CS5225,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
290,CS5229,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
291,CS5231,LECTURE 1,1,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
292,CS5234,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
293,CS5237,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
294,CS5238,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
295,CS5240,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
296,CS5248,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
297,CS5249,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
298,CS5272,LECTURE 1,1,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
299,CS5340,LECTURE 1,7,1,1963,1,1963,SCHOOL OF COMPUTING,Returning Students [P]
300,CZ1102,LECTURE SL1,143,10,1,1,360,SCIENCE,New Students [P]
301,CZ3253,LECTURE SL1,39,0,0,0,0,SCIENCE,Returning Students [P]
302,CZ4102,LECTURE SL1,42,0,0,0,0,SCIENCE,Returning Students [P]
303,DSC2003,LECTURE C1,3,15,256,931,1396,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
304,DSC2003,LECTURE C1,3,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
305,DSC2003,LECTURE C2,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
306,DSC2006,LECTURE F1,2,1,596,1,596,SCIENCE,New Students [P]
307,DSC2006,LECTURE F2,1,8,5,2017,2017,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
308,DSC3201,SECTIONAL TEACHING A1,12,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
309,DSC3201,SECTIONAL TEACHING A1,1,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
310,DSC3201,SECTIONAL TEACHING A2,29,1,300,1,300,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
311,DSC3202,SECTIONAL TEACHING B1,13,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
312,DSC3203,SECTIONAL TEACHING C1,1,2,1,807,807,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
313,DSC3203,SECTIONAL TEACHING C2,31,2,50,1,101,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
314,DSC3222E,SECTIONAL TEACHING D1,17,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
315,DSC4211B,SECTIONAL TEACHING F1,7,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
316,DSC4211C,SECTIONAL TEACHING G1,23,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
317,EC1101E,LECTURE 1,1,1,200,1,200,ARTS & SOCIAL SCIENCES,Returning Students [P]
318,EC1101E,LECTURE 2,17,5,1,1,2000,ARTS & SOCIAL SCIENCES,Returning Students [P]
319,EC1101E,LECTURE 2,1,3,1,598,598,ARTS & SOCIAL SCIENCES,New Students [P]
320,EC1301,LECTURE 1,2,8,10,1300,2000,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
321,EC1301,LECTURE 1,37,8,1,1,596,SCIENCE,New Students [P]
322,EC1301,LECTURE 1,65,20,1,1,746,ENGINEERING,New Students [P]
323,EC1301,LECTURE 1,29,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
324,EC1301,LECTURE 1,3,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
325,EC1301,LECTURE 2,3,9,191,2101,5183,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
326,EC1301,LECTURE 2,17,21,49,280,597,SCIENCE,New Students [P]
327,EC1301,LECTURE 2,6,17,36,747,748,ENGINEERING,New Students [P]
328,EC1301,LECTURE 2,9,2,1,1,50,SCHOOL OF COMPUTING,New Students [P]
329,EC1301,LECTURE 2,8,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
330,EC1301,LECTURE 3,1,11,200,4500,4500,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
331,EC1301,LECTURE 3,19,12,18,1,400,SCIENCE,New Students [P]
332,EC1301,LECTURE 3,71,26,1,1,747,ENGINEERING,New Students [P]
333,EC1301,LECTURE 3,1,2,10,151,151,SCHOOL OF COMPUTING,New Students [P]
334,EC1301,LECTURE 3,7,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
335,EC3102,LECTURE 1,1,3,200,1370,1370,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
336,EC3102,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
337,EC3303,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
338,EC3304,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
339,EC3312,LECTURE 1,1,4,1,1800,1800,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
340,EC3312,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
341,EC3322,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
342,EC3332,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
343,EC3333,LECTURE 1,1,3,780,978,978,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
344,EC3333,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
345,EC3341,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
346,EC3353,LECTURE 1,1,8,164,1222,1222,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
347,EC3353,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
348,EC3361,LECTURE 1,5,17,150,841,2000,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
349,EC3361,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
350,EC3373,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
351,EC3382,SEMINAR-STYLE MODULE CLASS 1,1,4,650,1281,1281,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
352,EC3382,SEMINAR-STYLE MODULE CLASS 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
353,EC4101,LECTURE 1,14,2,217,1,1800,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
354,EC4101,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
355,EC4102,LECTURE 1,40,1,100,1,100,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
356,EC4102,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
357,EC4332,LECTURE 1,4,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
358,EC4332,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
359,EC4333,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
360,EC4341,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
361,EC4880,SEMINAR-STYLE MODULE CLASS 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
362,EC5311,SECTIONAL TEACHING 1,25,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
363,EC5361,SECTIONAL TEACHING 1,18,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
364,EE2001,LECTURE P,206,3,860,1,2000,ENGINEERING,Returning Students [P]
365,EE2004,LECTURE ALL,46,2,1,1,1,ENGINEERING,Returning Students [P] and NUS Students [G]
366,EE2004E,LECTURE 1,365,0,0,0,0,ENGINEERING,Returning Students [P]
367,EE2005,LECTURE ALL,16,0,0,0,0,ENGINEERING,Returning Students [P] and NUS Students [G]
368,EE2006,LECTURE ALL,26,0,0,0,0,ENGINEERING,Returning Students [P] and NUS Students [G]
369,EE2006,LECTURE ALL,4,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
370,EE2009,LECTURE ALL,15,2,66,1,1000,ENGINEERING,Returning Students [P]
371,EE2009,LECTURE ALL,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
372,EE2009E,LECTURE 1,172,0,0,0,0,ENGINEERING,Returning Students [P]
373,EE2009E,LECTURE 1,32,1,200,1,200,ENGINEERING,New Students [P]
374,EE2010,LECTURE ALL,49,0,0,0,0,ENGINEERING,Returning Students [P] and NUS Students [G]
375,EE2010E,LECTURE 1,224,0,0,0,0,ENGINEERING,Returning Students [P]
376,EE2011,LECTURE ALL,40,0,0,0,0,ENGINEERING,Returning Students [P]
377,EE3001,LECTURE P,90,2,1,1,10,ENGINEERING,Returning Students [P]
378,EE3101,PACKAGED LECTURE 1,158,3,100,1,1000,ENGINEERING,Returning Students [P]
379,EE3101E,LECTURE 1,28,0,0,0,0,ENGINEERING,Returning Students [P]
380,EE3103,PACKAGED LECTURE 1,180,0,0,0,0,ENGINEERING,Returning Students [P]
381,EE3103E,LECTURE 1,40,2,1,1,1,ENGINEERING,Returning Students [P]
382,EE3204,PACKAGED LECTURE 1,135,0,0,0,0,ENGINEERING,Returning Students [P]
383,EE3204E,LECTURE 1,26,0,0,0,0,ENGINEERING,Returning Students [P]
384,EE3206,PACKAGED LECTURE 1,94,2,1,1,100,ENGINEERING,Returning Students [P]
385,EE3206E,LECTURE 1,26,0,0,0,0,ENGINEERING,Returning Students [P]
386,EE3207,PACKAGED LECTURE 1,36,3,2,1,300,ENGINEERING,Returning Students [P]
387,EE3207E,LECTURE 1,28,0,0,0,0,ENGINEERING,Returning Students [P]
388,EE3208E,LECTURE 1,48,0,0,0,0,ENGINEERING,Returning Students [P]
389,EE3302,PACKAGED LECTURE 1,54,2,1,1,20,ENGINEERING,Returning Students [P]
390,EE3302E,LECTURE 1,7,0,0,0,0,ENGINEERING,Returning Students [P]
391,EE3406,PACKAGED LECTURE 1,76,0,0,0,0,ENGINEERING,Returning Students [P]
392,EE3407,PACKAGED LECTURE 1,194,1,1,1,1,ENGINEERING,Returning Students [P]
393,EE3408E,LECTURE 1,27,0,0,0,0,ENGINEERING,Returning Students [P]
394,EE3505,PACKAGED LECTURE 1,49,2,1,1,2,ENGINEERING,Returning Students [P]
395,EE3601,PACKAGED LECTURE 1,96,0,0,0,0,ENGINEERING,Returning Students [P]
396,EE3702,PACKAGED LECTURE 1,19,4,1,1,10,ENGINEERING,Returning Students [P]
397,EE4101,PACKAGED LECTURE 1,20,1,5,1,5,ENGINEERING,Returning Students [P]
398,EE4103,PACKAGED LECTURE 1,114,1,1000,1,1000,ENGINEERING,Returning Students [P]
399,EE4112,PACKAGED LECTURE 1,32,2,100,1,1000,ENGINEERING,Returning Students [P]
400,EE4214,PACKAGED LECTURE 1,59,0,0,0,0,ENGINEERING,Returning Students [P]
401,EE4305,PACKAGED LECTURE 1,154,1,5000,1,5000,ENGINEERING,Returning Students [P]
402,EE4411,PACKAGED LECTURE 1,14,5,13,1,2200,ENGINEERING,Returning Students [P]
403,EE4412,PACKAGED LECTURE 1,4,6,400,1000,2900,ENGINEERING,Returning Students [P]
404,EE4412E,LECTURE 1,27,0,0,0,0,ENGINEERING,Returning Students [P]
405,EE4502,LECTURE 1,68,1,500,1,500,ENGINEERING,Returning Students [P]
406,EE4505,PACKAGED LECTURE 1,49,3,1,1,200,ENGINEERING,Returning Students [P]
407,EE4506,PACKAGED LECTURE 1,32,0,0,0,0,ENGINEERING,Returning Students [P]
408,EE4601,PACKAGED LECTURE 1,58,0,0,0,0,ENGINEERING,Returning Students [P]
409,EE4604,PACKAGED LECTURE 1,44,0,0,0,0,ENGINEERING,Returning Students [P]
410,EG1108,LECTURE 1,12,3,2,1,400,ENGINEERING,Returning Students [P] and NUS Students [G]
411,EG1108,LECTURE 1,7,2,1,1,119,SCHOOL OF COMPUTING,New Students [P]
412,EG1108,LECTURE 2,20,1,1,1,1,ENGINEERING,Returning Students [P] and NUS Students [G]
413,EG1108,LECTURE 2,15,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
414,EG1109,LECTURE 1,8,2,1,1,200,ENGINEERING,NUS Students [G]
415,EG1413,SECTIONAL TEACHING E03,4,5,100,700,2000,ENGINEERING,Returning Students [P]
416,EG1413,SECTIONAL TEACHING E09,1,1,52,1,52,ENGINEERING,Returning Students [P]
417,EG1413,SECTIONAL TEACHING E10,1,1,200,1,200,ENGINEERING,Returning Students [P]
418,EG1413,SECTIONAL TEACHING E11,1,1,500,1,500,ENGINEERING,Returning Students [P]
419,EG1413,SECTIONAL TEACHING E12,1,2,1,200,200,ENGINEERING,Returning Students [P]
420,EG1413,SECTIONAL TEACHING E23,1,1,282,1,282,ENGINEERING,Returning Students [P]
421,EG1413,SECTIONAL TEACHING E28,2,0,0,0,0,ENGINEERING,Returning Students [P]
422,EG2401,LECTURE 1,4,9,1,2700,4100,ENGINEERING,Returning Students [P]
423,EG2401,LECTURE 2,92,12,1,1,2000,ENGINEERING,Returning Students [P]
424,EL1101E,LECTURE 1,1,7,2,1000,1000,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
425,EL1101E,LECTURE 1,21,34,1,319,670,ARTS & SOCIAL SCIENCES,New Students [P]
426,EL2101,LECTURE 1,30,5,1,1,300,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
427,EL2101,LECTURE 1,14,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
428,EL2102,LECTURE 1,69,1,150,1,150,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
429,EL2102,LECTURE 1,15,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
430,EL3202,LECTURE 1,32,3,1,1,5,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
431,EL3203,SEMINAR-STYLE MODULE CLASS 1,14,1,668,1,668,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
432,EL3204,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
433,EL3255,SEMINAR-STYLE MODULE CLASS 1,3,6,800,1200,1892,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
434,EL4200,SEMINAR-STYLE MODULE CLASS 1,24,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
435,EL4205,SEMINAR-STYLE MODULE CLASS 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
436,EL4216,SEMINAR-STYLE MODULE CLASS 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
437,EL4252,SEMINAR-STYLE MODULE CLASS 1,22,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
438,EL4254,SEMINAR-STYLE MODULE CLASS 1,18,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
439,EN1101E,LECTURE 1,4,6,50,434,1097,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
440,EN1101E,LECTURE 1,26,16,1,1,400,ARTS & SOCIAL SCIENCES,New Students [P]
441,EN2101E,LECTURE 1,2,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
442,EN2112,LECTURE 1,33,1,8,1,8,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
443,EN2112,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
444,EN2241,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
445,EN3223,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
446,EN3224,LECTURE 1,1,2,10,1060,1060,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
447,EN3224,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
448,EN3227,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
449,EN3231,SEMINAR-STYLE MODULE CLASS 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
450,EN3245,SEMINAR-STYLE MODULE CLASS 1,1,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
451,EN3245,SEMINAR-STYLE MODULE CLASS 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
452,EN3266,SEMINAR-STYLE MODULE CLASS 1,5,5,1,1,521,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
453,EN3266,SEMINAR-STYLE MODULE CLASS 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
454,EN3269,LECTURE 1,3,6,350,677,1225,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
455,EN3269,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
456,EN4221,SEMINAR-STYLE MODULE CLASS 1,23,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
457,EN4222,SEMINAR-STYLE MODULE CLASS 1,19,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
458,EN4224,SEMINAR-STYLE MODULE CLASS 1,18,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
459,EN4231,SEMINAR-STYLE MODULE CLASS 1,18,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
460,EN4246,SEMINAR-STYLE MODULE CLASS 1,13,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
461,EN4271,SEMINAR-STYLE MODULE CLASS 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
462,ES2002,SECTIONAL TEACHING G13,1,2,1025,1100,1100,NON-FACULTY-BASED DEPARTMENTS,Returning Students [P]
463,ES2002,SECTIONAL TEACHING G15,1,3,500,901,901,NON-FACULTY-BASED DEPARTMENTS,Returning Students [P]
464,ES2007S,SECTIONAL TEACHING 2,1,1,2,1,2,NON-FACULTY-BASED DEPARTMENTS,Returning Students [P]
465,ESE3101,LECTURE 1,44,0,0,0,0,ENGINEERING,Returning Students [P]
466,ESE3201,LECTURE 1,50,0,0,0,0,ENGINEERING,Returning Students [P]
467,ESE3301,LECTURE 1,56,0,0,0,0,ENGINEERING,Returning Students [P]
468,ESE3401,LECTURE 1,64,1,1,1,1,ENGINEERING,Returning Students [P]
469,ESE4501,LECTURE 1,16,1,1,1,1,ENGINEERING,Returning Students [P]
470,ESE4502,LECTURE 1,16,0,0,0,0,ENGINEERING,Returning Students [P]
471,ESE5002,LECTURE 1,21,0,0,0,0,ENGINEERING,Returning Students [P]
472,ESE5301,LECTURE 1,14,0,0,0,0,ENGINEERING,Returning Students [P]
473,ESE5602,LECTURE 1,14,0,0,0,0,ENGINEERING,Returning Students [P]
474,EU1101E,LECTURE 1,2,5,166,587,597,ARTS & SOCIAL SCIENCES,New Students [P]
475,EU2218,LECTURE 1,1,1,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
476,EU3212,LECTURE 1,2,4,617,1100,1125,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
477,EU3212,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
478,EU3224,LECTURE 1,4,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
479,EU4227A,SECTIONAL TEACHING 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
480,FNA1002X,LECTURE B2,1,5,65,507,507,SCIENCE,New Students [P]
481,FNA1002X,LECTURE B2,14,8,1,1,600,SCHOOL OF COMPUTING,New Students [P]
482,FNA1002X,LECTURE B3,1,24,1,4500,4500,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
483,FNA1002X,LECTURE B3,1,2,500,639,639,SCHOOL OF COMPUTING,New Students [P]
484,FNA1006,LECTURE C,21,3,1,1,100,SCHOOL OF BUSINESS,Returning Students [P]
485,FNA2002,LECTURE B,1,9,5,1301,1301,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
486,FNA2002,LECTURE B,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
487,FNA2004,LECTURE D1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
488,FNA2004,LECTURE D2,1,12,13,1400,1400,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
489,FNA2004,LECTURE D2,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
490,FNA3101B,SECTIONAL TEACHING B3,3,2,1,1,800,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
491,FNA3101B,SECTIONAL TEACHING B4,2,3,10,800,1008,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
492,FNA3102A,SECTIONAL TEACHING C2,1,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
493,FNA3102B,SECTIONAL TEACHING C3,1,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
494,FNA3102B,SECTIONAL TEACHING C4,2,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
495,FNA3103,SECTIONAL TEACHING D2,2,7,350,1233,1407,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
496,FNA3111,SECTIONAL TEACHING E,1,1,1244,1,1244,SCHOOL OF BUSINESS,Returning Students [P]
497,FNA3116,SECTIONAL TEACHING G1,3,2,76,1,500,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
498,FNA3118,SECTIONAL TEACHING H1,5,2,1,1,5,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
499,FNA3118,SECTIONAL TEACHING H2,26,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
500,FNA3119,SECTIONAL TEACHING I1,1,5,1,2070,2070,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
501,FNA3120A,SECTIONAL TEACHING J1,5,2,1,1,123,SCHOOL OF BUSINESS,Returning Students [P] and NUS Students [G]
502,FNA3121,SECTIONAL TEACHING K,29,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
503,FNA4111,SECTIONAL TEACHING M1,10,1,100,1,100,SCHOOL OF BUSINESS,Returning Students [P]
504,FST1101,LECTURE SL1,3,0,0,0,0,SCIENCE,New Students [P]
505,FST2102,LECTURE SL1,3,0,0,0,0,SCIENCE,Returning Students [P]
506,FST3102,LECTURE SL1,20,1,10,1,10,SCIENCE,Returning Students [P]
507,FST3103,LECTURE SL1,2,0,0,0,0,SCIENCE,Returning Students [P]
508,FST3202,LECTURE SL1,1,2,1,631,631,SCIENCE,Returning Students [P] and NUS Students [G]
509,GE1101E,LECTURE 1,3,5,100,1360,1442,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
510,GE1101E,LECTURE 1,4,13,300,552,600,ARTS & SOCIAL SCIENCES,New Students [P]
511,GE2204,LECTURE 1,7,14,20,500,1002,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
512,GE2215,LECTURE 1,2,1,5,1,5,ARTS & SOCIAL SCIENCES,New Students [P]
513,GE2219,LECTURE 1,1,5,249,2000,2000,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
514,GE2219,LECTURE 1,4,4,70,1,270,ARTS & SOCIAL SCIENCES,New Students [P]
515,GE2221,LECTURE 1,5,10,100,605,879,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
516,GE2226,LECTURE 1,34,21,1,1,738,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
517,GE2226,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
518,GE2227,LECTURE 1,42,13,1,1,400,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
519,GE2227,LECTURE 1,4,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
520,GE3204,LECTURE 1,50,4,1,1,399,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
521,GE3210,LECTURE 1,47,5,1,1,200,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
522,GE3221,LECTURE 1,34,14,1,1,300,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
523,GE3224,LECTURE 1,36,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
524,GE3235,LECTURE 1,79,2,1,1,100,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
525,GE4101A,SEMINAR-STYLE MODULE CLASS 1,17,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
526,GE4101B,SEMINAR-STYLE MODULE CLASS 1,17,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
527,GE4202,SEMINAR-STYLE MODULE CLASS 1,53,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
528,GE4204,SEMINAR-STYLE MODULE CLASS 1,22,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
529,GE4207,SEMINAR-STYLE MODULE CLASS 1,26,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
530,GEK1509,LECTURE SL1,78,94,1,100,700,SCIENCE,NUS Students [G]
531,GEK1517,LECTURE SL1,57,81,1,270,1333,SCIENCE,NUS Students [G]
532,GEK1527,LECTURE SL1,41,63,75,350,1338,SCIENCE,Returning Students [P] and NUS Students [G]
